model_id,alpha,held_out_inner_batch_id,spearman,selected_alpha
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_6:technical_replicate_2,0.5057662658032686,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_6:technical_replicate_3,0.3968379446640316,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_7:technical_replicate_1,0.4983710407239819,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_7:technical_replicate_2,0.5485234093637456,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_7:technical_replicate_3,0.5299547511312217,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_8:technical_replicate_1,0.4899732620320856,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_8:technical_replicate_2,0.5467741935483871,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_8:technical_replicate_3,0.5096774193548387,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_9:technical_replicate_1,0.35712701843690536,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_9:technical_replicate_2,0.3551514907891961,1.0
SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_9:technical_replicate_3,0.3580543069246056,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-003-001:assay_replicate_1,0.28830802548412277,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-003-001:assay_replicate_2,0.3362040744378132,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-003-001:assay_replicate_3,0.43572388632872505,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-007-002:assay_replicate_1,0.325119409465914,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-007-002:assay_replicate_2,0.6137432979538243,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-007-002:assay_replicate_3,0.39737556561085974,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-011-001:assay_replicate_1,0.37948022127126607,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-011-001:assay_replicate_2,0.3621198818740522,1.0
SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-011-001:assay_replicate_3,0.34374282433983927,1.0
SEQUENCE_RIDGE_FULL,0.01,__MEAN__,0.4073159139067226,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC7788026:RIPA_PC,-0.02653338269776626,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC7788026:UREA_PC,0.0749020156774916,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_10:technical_replicate_1,0.4308080808080808,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_10:technical_replicate_2,0.4748080309716161,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_10:technical_replicate_3,0.4823451910408432,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_11:technical_replicate_1,0.3380598437202211,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_11:technical_replicate_2,0.3401181627596722,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_11:technical_replicate_3,0.3297503335239184,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_12:technical_replicate_1,0.38585858585858585,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_12:technical_replicate_2,0.42797379187301976,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_12:technical_replicate_3,0.46331236897274636,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_1:technical_replicate_1,0.38077444943116584,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_1:technical_replicate_2,0.42185344816850256,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_1:technical_replicate_3,0.38064345613793565,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_2:technical_replicate_1,0.27389586170398145,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_2:technical_replicate_2,0.3438110482142179,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_2:technical_replicate_3,0.30155126985192227,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_3:technical_replicate_1,0.597588360146421,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_3:technical_replicate_2,0.587683410747793,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_3:technical_replicate_3,0.592051431911163,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_4:technical_replicate_1,0.3739030794896392,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_4:technical_replicate_2,0.375625666136994,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_4:technical_replicate_3,0.40496985876065483,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_5:technical_replicate_1,0.38993014467305415,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_5:technical_replicate_2,0.4690717535318062,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_5:technical_replicate_3,0.4420353475588808,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_6:technical_replicate_1,0.5149825783972125,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_6:technical_replicate_2,0.5003391921060746,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_6:technical_replicate_3,0.3938076416337286,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_7:technical_replicate_1,0.4972850678733032,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_7:technical_replicate_2,0.5453541416566626,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_7:technical_replicate_3,0.528054298642534,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_8:technical_replicate_1,0.4949866310160428,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_8:technical_replicate_2,0.5548387096774193,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_8:technical_replicate_3,0.5096774193548387,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_9:technical_replicate_1,0.3527727942337911,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_9:technical_replicate_2,0.34870078826606393,1.0
SEQUENCE_RIDGE_FULL,0.1,PMC9633814:core_9:technical_replicate_3,0.3509585341491602,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-003-001:assay_replicate_1,0.28740147566165547,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-003-001:assay_replicate_2,0.34456447835612297,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-003-001:assay_replicate_3,0.43365975422427033,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-007-002:assay_replicate_1,0.33195831524099,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-007-002:assay_replicate_2,0.6157128788707736,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-007-002:assay_replicate_3,0.39592760180995473,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-011-001:assay_replicate_1,0.3803569564763595,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-011-001:assay_replicate_2,0.3702609944927768,1.0
SEQUENCE_RIDGE_FULL,0.1,PXD017052:SP-011-001:assay_replicate_3,0.3421981004070556,1.0
SEQUENCE_RIDGE_FULL,0.1,__MEAN__,0.40745936088339035,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC7788026:RIPA_PC,-0.012711341478464765,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC7788026:UREA_PC,0.08993561030235163,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_10:technical_replicate_1,0.4166666666666667,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_10:technical_replicate_2,0.4666955791207149,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_10:technical_replicate_3,0.46956521739130436,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_11:technical_replicate_1,0.3315037164093768,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_11:technical_replicate_2,0.32967409948542026,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_11:technical_replicate_3,0.3254812273680198,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_12:technical_replicate_1,0.39935064935064934,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_12:technical_replicate_2,0.4322187701867175,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_12:technical_replicate_3,0.485083051120787,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_1:technical_replicate_1,0.3575200918484501,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_1:technical_replicate_2,0.4104193806159175,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_1:technical_replicate_3,0.3745332604395093,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_2:technical_replicate_1,0.2626157883561837,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_2:technical_replicate_2,0.3296919978397182,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_2:technical_replicate_3,0.2941509400004604,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_3:technical_replicate_1,0.6068165738718508,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_3:technical_replicate_2,0.5980190101202744,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_3:technical_replicate_3,0.6002337814143776,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_4:technical_replicate_1,0.37393807603395685,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_4:technical_replicate_2,0.3921927014543169,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_4:technical_replicate_3,0.4052073884558312,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_5:technical_replicate_1,0.39802267435202504,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_5:technical_replicate_2,0.47473860643307525,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_5:technical_replicate_3,0.4450509600335916,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_6:technical_replicate_1,0.50801393728223,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_6:technical_replicate_2,0.4535923527597903,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_6:technical_replicate_3,0.4072463768115942,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_7:technical_replicate_1,0.5165610859728507,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_7:technical_replicate_2,0.5636014405762305,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_7:technical_replicate_3,0.5461538461538461,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_8:technical_replicate_1,0.5581550802139037,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_8:technical_replicate_2,0.572983870967742,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_8:technical_replicate_3,0.5451612903225806,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_9:technical_replicate_1,0.34511258498757164,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_9:technical_replicate_2,0.34982966120761205,1.0
SEQUENCE_RIDGE_FULL,1.0,PMC9633814:core_9:technical_replicate_3,0.3474106477614375,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-003-001:assay_replicate_1,0.28941603082269396,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-003-001:assay_replicate_2,0.34904686358943365,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-003-001:assay_replicate_3,0.452044930875576,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-007-002:assay_replicate_1,0.3453104646113765,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-007-002:assay_replicate_2,0.6386913229018493,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-007-002:assay_replicate_3,0.4104072398190045,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-011-001:assay_replicate_1,0.3697526354242772,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-011-001:assay_replicate_2,0.37991858887381275,1.0
SEQUENCE_RIDGE_FULL,1.0,PXD017052:SP-011-001:assay_replicate_3,0.35418014820999894,1.0
SEQUENCE_RIDGE_FULL,1.0,__MEAN__,0.41189797611358503,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC7788026:RIPA_PC,-0.028939898802912502,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC7788026:UREA_PC,0.09217525195968646,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_10:technical_replicate_1,0.4015151515151515,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_10:technical_replicate_2,0.4631750811476823,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_10:technical_replicate_3,0.4525691699604743,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_11:technical_replicate_1,0.3278444825614637,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_11:technical_replicate_2,0.3277682485229655,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_11:technical_replicate_3,0.3212883552506194,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_12:technical_replicate_1,0.39141414141414144,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_12:technical_replicate_2,0.4306807345658125,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_12:technical_replicate_3,0.49516207063376877,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_1:technical_replicate_1,0.3376056779041854,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_1:technical_replicate_2,0.402694252442194,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_1:technical_replicate_3,0.37100721865306563,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_2:technical_replicate_1,0.25014700772734,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_2:technical_replicate_2,0.31379589457325563,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_2:technical_replicate_3,0.28421891835770885,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_3:technical_replicate_1,0.6032483312313514,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_3:technical_replicate_2,0.597588360146421,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_3:technical_replicate_3,0.5883693746347165,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_4:technical_replicate_1,0.37346562268566874,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_4:technical_replicate_2,0.39561342534574795,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_4:technical_replicate_3,0.39499361156324836,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_5:technical_replicate_1,0.39027369546131235,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_5:technical_replicate_2,0.4725037912044058,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_5:technical_replicate_3,0.43947780280184756,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_6:technical_replicate_1,0.4848432055749129,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_6:technical_replicate_2,0.4102991057662658,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_6:technical_replicate_3,0.4018445322793149,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_7:technical_replicate_1,0.521628959276018,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_7:technical_replicate_2,0.5590876350540216,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_7:technical_replicate_3,0.549683257918552,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_8:technical_replicate_1,0.6079545454545454,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_8:technical_replicate_2,0.5616935483870967,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_8:technical_replicate_3,0.6092741935483871,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_9:technical_replicate_1,0.3297921664951327,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_9:technical_replicate_2,0.3357187494382604,1.0
SEQUENCE_RIDGE_FULL,10.0,PMC9633814:core_9:technical_replicate_3,0.3342673413705557,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-003-001:assay_replicate_1,0.26755810732542623,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-003-001:assay_replicate_2,0.32683639293898414,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-003-001:assay_replicate_3,0.4494527649769585,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-007-002:assay_replicate_1,0.33814589665653494,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-007-002:assay_replicate_2,0.6435058540321699,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-007-002:assay_replicate_3,0.4134841628959276,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-011-001:assay_replicate_1,0.3574783425529694,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-011-001:assay_replicate_2,0.379160347992657,1.0
SEQUENCE_RIDGE_FULL,10.0,PXD017052:SP-011-001:assay_replicate_3,0.3574783425529694,1.0
SEQUENCE_RIDGE_FULL,10.0,__MEAN__,0.4069966643818932,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC7788026:RIPA_PC,-0.03233370356658028,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC7788026:UREA_PC,0.08770996640537514,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_10:technical_replicate_1,0.4090909090909091,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_10:technical_replicate_2,0.4680731652840755,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_10:technical_replicate_3,0.44334650856389984,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_11:technical_replicate_1,0.34179531160663235,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_11:technical_replicate_2,0.33676386506575184,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_11:technical_replicate_3,0.3306651419858967,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_12:technical_replicate_1,0.40476190476190477,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_12:technical_replicate_2,0.43646374850041525,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_12:technical_replicate_3,0.5049991936784389,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_1:technical_replicate_1,0.3587725707128692,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_1:technical_replicate_2,0.4034623759821949,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_1:technical_replicate_3,0.3714660871047261,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_2:technical_replicate_1,0.24726376027969663,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_2:technical_replicate_2,0.3098279545542152,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_2:technical_replicate_3,0.27226641191998585,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_3:technical_replicate_1,0.5950044603033007,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_3:technical_replicate_2,0.5875603678981205,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_3:technical_replicate_3,0.5802454704850964,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_4:technical_replicate_1,0.37677279612368547,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_4:technical_replicate_2,0.40411493031121626,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_4:technical_replicate_3,0.398830629716097,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_5:technical_replicate_1,0.39195327709279687,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_5:technical_replicate_2,0.46532045654082527,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_5:technical_replicate_3,0.4406993167156545,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_6:technical_replicate_1,0.4879790940766551,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_6:technical_replicate_2,0.40622880049337035,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_6:technical_replicate_3,0.39631093544137025,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_7:technical_replicate_1,0.5138461538461538,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_7:technical_replicate_2,0.5613925570228091,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_7:technical_replicate_3,0.5464253393665158,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_8:technical_replicate_1,0.5955882352941176,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_8:technical_replicate_2,0.5616935483870967,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_8:technical_replicate_3,0.605241935483871,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_9:technical_replicate_1,0.33027596918436763,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_9:technical_replicate_2,0.33636381969057366,1.0
SEQUENCE_RIDGE_FULL,100.0,PMC9633814:core_9:technical_replicate_3,0.3325740319582335,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-003-001:assay_replicate_1,0.27949434665457934,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-003-001:assay_replicate_2,0.3309662310191131,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-003-001:assay_replicate_3,0.4545890937019969,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-007-002:assay_replicate_1,0.34259661311333045,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-007-002:assay_replicate_2,0.6448189079768027,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-007-002:assay_replicate_3,0.41339366515837106,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-011-001:assay_replicate_1,0.35726959607556624,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-011-001:assay_replicate_2,0.3939260914677947,1.0
SEQUENCE_RIDGE_FULL,100.0,PXD017052:SP-011-001:assay_replicate_3,0.3706293706293706,1.0
SEQUENCE_RIDGE_FULL,100.0,__MEAN__,0.408436196024665,1.0
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC7788026:RIPA_PC,0.01844995680612119,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC7788026:UREA_PC,0.10608902575587906,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_10:technical_replicate_1,0.3606060606060606,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_10:technical_replicate_2,0.40200005115252135,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_10:technical_replicate_3,0.4155467720685112,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_11:technical_replicate_1,0.26815323041738137,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_11:technical_replicate_2,0.27524299599771296,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_11:technical_replicate_3,0.2721174004192872,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_12:technical_replicate_1,0.3601010101010101,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_12:technical_replicate_2,0.3867544372327663,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_12:technical_replicate_3,0.5504757297210128,0.01
SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC9633814:core_1:technical_replicate_1,0.11908986535852208,0.01
