resample,null_subject_equal_mean_spearman
118,0.04428182287822088
119,-0.1634097483795512
120,0.037403722106931804
121,0.1405673428237228
122,0.18814659551492333
123,0.06852433769620435
124,-0.019818043455753793
125,0.24587243482241697
126,0.07897954489107752
127,-0.0012464129255940362
128,0.12540670460007988
129,-0.1085644127057242
130,-0.10933022049200797
131,-0.08370043570235366
132,-0.17835021115629
133,0.07565459471854634
134,-0.19353845216569943
135,-0.054687815097998485
136,-0.24510670237523904
137,0.26525273981811337
138,-0.09071884605340191
139,-0.000978932287854921
140,-0.017053873900438086
141,0.02178339665493387
142,0.06951031676976943
143,-0.3214826668113282
144,-0.32837548389571536
145,0.07497549729491762
146,0.06761223418195221
147,-0.06878867602888362
148,-0.26094561620797624
149,-0.17772393587142085
150,-0.18427356506548856
151,-0.017343787081588832
152,-0.06698424297389456
153,0.02018581582773641
154,0.15786004411319082
155,0.038467866541525314
156,-0.09010974815328748
157,0.15035653168379565
158,-0.09722399878712445
159,-0.12530229317549216
160,-0.008121359574776143
161,-0.08789428923832036
162,-0.026854619404043566
163,0.20190668097141246
164,-0.16155473402459833
165,-0.0006899893404486118
166,-0.27329636578045285
167,-0.1748845799366858
168,-0.15550670201337083
169,-0.07596295674265324
170,0.05729493100328997
171,0.07202631950005405
172,-0.12419867799893544
173,-0.09988912535848028
174,-0.08392640379343555
175,0.08735399847700667
176,-0.13637825333361125
177,0.07734745453720855
178,-0.28364592812848455
179,0.2265545994054765
180,-0.188943467935743
181,-0.13991219729035315
182,-0.06421213582233244
183,0.29036471036747574
184,-0.17129127349729137
185,0.11910800742516164
186,-0.19102949401371683
187,0.12292259502413852
188,-0.05612607358864409
189,-0.0361895543043889
190,0.12849126315190823
191,0.016512616623462133
192,-0.011728715432669571
193,-0.11736426772629804
194,-0.05398215149962842
195,0.03710781239205777
196,0.0536862926311966
197,0.24923023100810218
198,-0.0379882472482055
199,0.1722583794611263
200,-0.019232977046399292
201,-0.0949177604749638
202,-0.10886807767357119
203,-0.21489610513868404
204,-0.007581364204667219
205,-0.18408345275798113
206,0.14554604301739776
207,-0.12275539137554833
208,-0.05564989090065773
209,-0.10316759817550972
210,-0.18422533152284515
211,-0.02874907814082086
212,0.05199784032107599
213,-0.06659145620112182
214,0.006005271293825576
215,0.12941397829479578
216,-0.04826824606816888
217,-0.09933541926493783
218,0.008311533400008267
219,-0.07187096984101136
220,0.000417230729857085
221,-0.27735259149794184
222,0.023511019000524474
223,-0.1563498643779948
224,-0.054931794736255486
225,-0.05817219386033072
226,0.015136660217261785
227,-0.018154140123333745
228,0.13548928918499614
229,0.007179492357296809
230,-0.223835135900916
231,0.007069041255591818
232,-0.08926039414526933
233,-0.00962501789118638
234,-0.1527617723739225
235,0.11508427096379378
236,-0.008785141271397432
237,-0.00704954197266252
238,0.044238558819459005
239,0.1442858461219968
240,-0.16928852939200129
241,-0.11809206577877417
242,-0.13680240469096946
243,-0.1200983598538165
244,-0.062294797894007665
245,0.03427497241237925
246,-0.16720887735265702
247,0.18388045490886493
248,0.12116981699123858
249,-0.10172717862365892
250,-0.08765966794181157
251,-0.16372567717745437
252,-0.01669640122970537
253,0.013988167667269747
254,-0.07752262919683439
255,-0.18971760739136737
256,-0.2774076768060545
