outer_fold_id,held_out_source_id,resample,selected_alpha,null_mean_spearman
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,20,100.0,0.5639941690962099
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,21,0.1,0.328134110787172
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,22,100.0,-0.2126336248785228
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,23,0.01,-0.0652089407191448
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,24,0.1,-0.0759961127308066
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,25,10.0,0.018075801749271137
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,26,100.0,-0.34518950437317786
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,27,0.1,-0.1423712342079689
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,28,100.0,0.32308066083576287
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,29,100.0,-0.042371234207968886
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,30,10.0,-0.2836248785228377
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,31,0.1,0.1691933916423712
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,32,1.0,-0.1691933916423712
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,33,0.1,0.11827016520894072
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,34,0.01,-0.26122448979591834
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,35,100.0,0.2510204081632653
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,36,100.0,0.0020408163265306168
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,37,100.0,-0.009912536443148686
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,38,10.0,0.010155490767735668
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,39,100.0,0.4192905733722061
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,40,100.0,0.3845481049562682
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,41,10.0,-0.24207968901846455
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,42,1.0,0.297667638483965
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,43,0.1,0.4868804664723032
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,44,0.01,0.02448979591836735
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,45,100.0,0.43508260447035957
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,46,100.0,-0.49888241010689993
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,47,100.0,0.09970845481049562
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,48,100.0,-0.7406219630709426
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,49,100.0,0.15199222546161323
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,50,100.0,0.3706511175898931
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,51,0.01,0.3711856171039844
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,52,100.0,0.04271137026239067
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,53,100.0,-0.010544217687074824
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,54,100.0,-0.18819241982507284
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,55,100.0,-0.45204081632653065
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,56,10.0,0.2529154518950438
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,57,100.0,-0.42949465500485906
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,58,100.0,0.3293002915451895
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,59,100.0,-0.5085519922254615
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,60,100.0,-0.41977648202138
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,61,1.0,0.02983479105928085
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,62,100.0,-0.3329931972789116
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,63,100.0,-0.040767735665694846
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,64,0.1,-0.03605442176870748
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,65,0.01,-0.17944606413994169
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,66,100.0,-0.5529640427599611
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,67,1.0,0.2649173955296404
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,68,10.0,-0.12254616132167151
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,69,100.0,-0.13741496598639455
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,70,0.01,-0.013119533527696799
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,71,1.0,-0.11506316812439263
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,72,10.0,0.4571914480077745
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,73,100.0,0.1951895043731778
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,74,10.0,-0.14480077745383868
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,75,100.0,-0.24426627793974734
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,76,1.0,-0.40174927113702624
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,77,100.0,-0.2563654033041788
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,78,100.0,-0.213022351797862
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,79,100.0,-0.06793002915451894
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,80,100.0,-0.09159378036929056
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,81,1.0,-0.3967930029154519
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,82,100.0,0.43838678328474245
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,83,10.0,-0.13479105928085522
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,84,100.0,-0.1768221574344023
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,85,100.0,0.22648202137998052
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,86,100.0,-0.2663265306122449
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,87,1.0,-0.10534499514091353
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,88,100.0,0.42964042759961124
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,89,0.01,-0.10738581146744412
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,90,100.0,-0.3329931972789116
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,91,10.0,-0.4025267249757046
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,92,0.1,0.3419339164237123
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,93,100.0,-0.1445578231292517
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,94,0.01,0.038872691933916424
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,95,10.0,-0.1184159378036929
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,96,100.0,0.5284742468415938
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,97,1.0,0.4770651117589893
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,98,0.1,0.17016520894071915
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,99,1.0,0.4254616132167152
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,100,0.1,0.09630709426627793
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,101,10.0,-0.26137026239067057
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,102,100.0,0.5681243926141885
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,103,0.01,0.3462099125364431
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,104,0.01,0.16331389698736637
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,105,100.0,-0.03877551020408163
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,106,100.0,-0.06064139941690962
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,107,100.0,0.3227405247813411
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,108,10.0,0.07016520894071913
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,109,1.0,-0.16044703595724003
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,110,10.0,0.1896501457725947
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,111,0.01,-0.44344023323615167
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,112,10.0,-0.04339164237123421
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,113,10.0,-0.1837706511175899
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,114,1.0,-0.43595724003887265
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,115,100.0,-0.003012633624878519
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,116,1.0,-0.23692905733722058
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,117,100.0,0.08610301263362488
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,118,0.01,-0.6261904761904761
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,119,10.0,-0.39586977648202143
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,120,10.0,-0.5068999028182701
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,121,100.0,-0.29499514091350826
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,122,100.0,-0.36083576287657926
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,123,100.0,-0.35267249757045677
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,124,100.0,0.21195335276967928
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,125,100.0,-0.14995140913508262
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,126,10.0,0.20971817298347908
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,127,0.01,-0.028279883381924196
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,128,0.1,0.11399416909620992
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,129,10.0,-0.32623906705539363
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,130,0.1,0.06865889212827989
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,131,100.0,0.21054421768707482
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,132,0.1,-0.20996112730806607
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,133,1.0,0.24319727891156462
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,134,100.0,-0.12769679300291545
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,135,100.0,-0.7950923226433428
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,136,10.0,-0.3758503401360544
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,137,10.0,-0.2573858114674441
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,138,100.0,-0.23056365403304174
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,139,100.0,-0.17808551992225458
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,140,1.0,0.03989310009718172
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,141,1.0,0.3131195335276968
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,142,10.0,-0.023226433430515066
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,143,0.01,-0.23974732750242952
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,144,100.0,-0.19416909620991255
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,145,100.0,-0.3999028182701652
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,146,0.1,0.013168124392614194
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,147,1.0,0.13819241982507285
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,148,0.1,-0.0037900874635568515
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,149,10.0,-0.4046161321671526
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,150,10.0,-0.03853255587949465
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,151,100.0,-0.09786200194363458
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,152,100.0,-0.16078717201166184
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,153,0.01,0.2449951409135082
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,154,100.0,-0.2645772594752186
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,155,1.0,-0.07439261418853255
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,156,1.0,-0.03532555879494654
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,157,100.0,-0.4717201166180758
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,158,10.0,-0.12176870748299318
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,159,100.0,0.5822643343051507
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,160,10.0,-0.1939747327502429
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,161,1.0,-0.6009718172983479
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,162,100.0,-0.1959183673469388
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,163,100.0,0.3563168124392614
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,164,100.0,0.18566569484936832
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,165,0.1,-0.09198250728862974
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,166,100.0,-0.35991253644314863
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,167,100.0,-0.5846452866861029
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,168,0.1,-0.4811467444120505
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,169,100.0,-0.08148688046647229
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,170,100.0,0.4308551992225462
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,171,100.0,-0.18236151603498543
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,172,1.0,-0.04742468415937803
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,173,100.0,0.3749271137026239
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,174,1.0,-0.43722060252672496
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,175,100.0,-0.10835762876579202
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,176,100.0,0.119533527696793
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,177,1.0,-0.04951409135082605
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,178,10.0,-0.18551992225461614
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,179,0.01,-0.0037414965986394505
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,180,0.01,0.06161321671525753
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,181,100.0,0.3408163265306122
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,182,100.0,-0.7416909620991253
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,183,0.1,0.29552964042759955
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,184,100.0,-0.03644314868804665
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,185,1.0,-0.2345966958211856
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,186,100.0,0.1768707482993197
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,187,10.0,0.2906219630709427
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,188,100.0,-0.5768221574344023
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,189,100.0,-0.22206025267249754
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,190,0.1,0.4649659863945579
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,191,10.0,0.3538386783284742
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,192,100.0,-0.35038872691933914
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,193,0.01,0.5684645286686103
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,194,10.0,0.0401846452866861
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,195,0.01,0.04042759961127308
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,196,0.01,0.20495626822157434
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,197,0.01,-0.4968415937803693
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,198,10.0,0.3326044703595724
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,199,10.0,-0.3311467444120505
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,200,100.0,-0.08002915451895043
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,201,100.0,-0.42580174927113706
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,202,100.0,0.19931972789115648
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,203,1.0,0.10330417881438289
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,204,0.01,-0.36622934888241016
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,205,100.0,-0.027939747327502425
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,206,10.0,0.4279883381924199
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,207,100.0,0.573955296404276
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,208,100.0,-0.3599125364431487
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,209,0.01,-0.6762876579203109
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,210,0.1,0.36511175898931003
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,211,0.1,-0.724927113702624
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,212,0.1,-0.6440233236151603
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,213,100.0,0.3481535471331389
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,214,100.0,0.02944606413994169
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,215,100.0,0.4159378036929057
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,216,0.1,0.33819241982507287
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,217,100.0,0.35670553935860055
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,218,100.0,-0.20733722060252674
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,219,0.1,0.2183673469387755
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,220,10.0,-0.056365403304178816
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,221,100.0,-0.15150631681243926
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,222,100.0,-0.42721088435374144
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,223,0.01,-0.517201166180758
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,224,0.1,-0.5837706511175899
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,225,0.1,0.31316812439261416
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,226,100.0,-0.14956268221574345
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,227,100.0,-0.20583090379008745
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,228,100.0,0.19295432458697767
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,229,100.0,0.4857628765792031
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,230,100.0,0.23581146744412051
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,231,100.0,0.23882410106899904
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,232,100.0,-0.37026239067055394
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,233,100.0,0.4639455782312925
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,234,0.01,0.3442176870748299
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,235,10.0,-0.04528668610301263
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,236,100.0,0.501603498542274
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,237,0.01,-0.23556851311953353
