outer_fold_id,held_out_source_id,resample,selected_alpha,null_mean_spearman
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,17,1.0,-0.04037900874635568
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,18,100.0,0.27536443148688045
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,19,0.1,-0.07973760932944605
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,20,100.0,0.6693877551020408
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,21,100.0,0.4368804664723032
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,22,0.1,-0.5201166180758018
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,23,0.01,0.06457725947521867
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,24,10.0,0.5313411078717201
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,25,0.01,0.3599125364431487
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,26,100.0,0.19620991253644315
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,27,100.0,0.1934402332361516
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,28,100.0,0.4650145772594752
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,29,100.0,0.4278425655976676
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,30,1.0,0.32405247813411076
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,31,0.1,0.7510204081632654
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,32,100.0,0.30043731778425653
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,33,0.1,0.27317784256559763
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,34,0.01,0.3373177842565598
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,35,0.1,0.24416909620991256
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,36,100.0,0.4504373177842565
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,37,1.0,0.7510204081632654
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,38,10.0,-0.01865889212827988
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,39,0.01,0.12930029154518952
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,40,0.01,0.29183673469387755
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,41,100.0,0.7001457725947522
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,42,0.01,0.4346938775510204
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,43,0.1,0.12551020408163266
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,44,100.0,0.27317784256559763
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,45,10.0,0.4310495626822157
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,46,0.1,0.7179300291545189
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,47,1.0,0.2587463556851312
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,48,100.0,0.35408163265306125
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,49,0.01,0.22317784256559767
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,50,0.01,0.5373177842565597
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,51,0.1,0.12376093294460641
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,52,100.0,-0.29825072886297377
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,53,100.0,-0.05466472303206997
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,54,100.0,0.4602040816326531
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,55,0.01,-0.30014577259475217
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,56,10.0,0.410932944606414
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,57,1.0,0.48177842565597667
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,58,100.0,0.5769679300291546
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,59,0.01,0.5537900874635567
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,60,0.1,0.3498542274052478
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,61,100.0,0.6202623906705539
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,62,100.0,0.1642857142857143
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,63,10.0,0.5957725947521866
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,64,0.1,0.7230320699708456
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,1,100.0,-0.1311904761904762
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,2,100.0,0.14190476190476192
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,3,0.1,-0.3080952380952381
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,4,1.0,-0.2285714285714286
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,5,10.0,-0.6942857142857143
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,6,100.0,-0.3335714285714285
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,7,100.0,-0.35952380952380947
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,8,0.01,-0.40619047619047616
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,9,100.0,-0.26380952380952377
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,10,100.0,-0.32285714285714284
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,11,100.0,-0.618095238095238
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,12,0.01,-0.5954761904761906
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,13,100.0,-0.21785714285714286
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,14,100.0,-0.8483333333333334
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,15,10.0,-0.5495238095238096
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,16,0.1,-0.04666666666666668
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,17,100.0,-0.6219047619047618
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,18,0.1,-0.09976190476190475
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,19,0.1,-0.12928571428571428
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,20,100.0,0.25880952380952377
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,21,10.0,-0.22642857142857145
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,22,0.1,0.6495238095238096
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,23,1.0,0.08499999999999998
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,24,10.0,-0.014523809523809519
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,25,100.0,-0.06452380952380952
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,26,100.0,-0.18619047619047618
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,27,10.0,-0.8357142857142854
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,28,0.01,-0.013333333333333324
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,29,100.0,-0.4228571428571428
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,30,10.0,-0.12857142857142856
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,31,0.01,0.1464285714285714
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,32,0.01,0.11571428571428571
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,33,100.0,-0.06619047619047619
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,34,100.0,-0.09690476190476191
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,35,10.0,0.3916666666666667
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,36,100.0,0.5564285714285716
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,37,100.0,-0.11404761904761905
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,38,100.0,0.016428571428571438
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,39,0.1,-0.23142857142857146
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,40,0.01,-0.2733333333333334
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,41,1.0,0.025714285714285714
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,42,100.0,-0.4442857142857142
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,43,10.0,-0.20666666666666667
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,44,0.01,-0.07928571428571432
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,45,0.1,-0.29357142857142854
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,46,100.0,-0.3564285714285715
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,47,0.01,0.21976190476190477
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,48,0.1,0.24380952380952386
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,49,10.0,0.05809523809523811
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,50,1.0,-0.6638095238095237
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,51,100.0,0.20928571428571435
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,52,0.01,0.3473809523809524
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,53,100.0,-0.5926190476190476
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,54,0.1,-0.6380952380952382
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,55,0.01,-0.3585714285714286
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,56,100.0,0.20785714285714282
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,57,0.01,0.27500000000000013
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,58,10.0,-0.21285714285714283
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,59,1.0,-0.34809523809523824
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,60,0.01,-0.6447619047619049
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,61,100.0,0.5623809523809523
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,62,10.0,-0.386904761904762
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,63,100.0,-0.04214285714285714
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,64,100.0,0.5492857142857144
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,1,100.0,0.8083333333333335
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,2,100.0,0.7142857142857143
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,3,0.1,0.4130952380952381
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,4,100.0,0.7000000000000001
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,5,0.01,0.5190476190476191
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,6,0.1,0.7488095238095238
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,7,0.1,0.6630952380952381
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,8,0.1,0.5083333333333333
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,9,0.1,0.5726190476190477
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,10,100.0,0.5928571428571429
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,11,100.0,0.6619047619047619
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,12,100.0,0.15833333333333333
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,13,1.0,-0.1714285714285714
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,14,0.1,0.3416666666666666
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,15,100.0,0.4857142857142857
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,16,0.01,0.7785714285714286
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,17,0.1,0.5178571428571428
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,18,0.01,0.39166666666666666
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,19,100.0,-0.022619047619047622
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,20,100.0,-0.35714285714285704
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,21,0.1,-0.3
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,22,10.0,0.21666666666666665
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,23,0.1,0.9273809523809523
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,24,0.01,-0.5559523809523809
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,25,1.0,0.3523809523809524
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,26,0.01,0.5797619047619046
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,27,1.0,0.6309523809523809
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,28,0.01,0.8702380952380953
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,29,100.0,0.8845238095238095
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,30,0.1,0.05833333333333334
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,31,100.0,0.8083333333333335
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,32,100.0,0.469047619047619
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,33,100.0,0.4797619047619048
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,34,100.0,0.37142857142857144
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,35,1.0,0.6916666666666665
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,36,0.1,0.8226190476190477
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,37,100.0,0.09285714285714286
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,38,100.0,0.7678571428571429
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,39,100.0,0.015476190476190478
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,40,10.0,0.18095238095238095
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,41,100.0,-0.3
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,42,1.0,-0.7488095238095238
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,43,0.01,0.3273809523809524
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,44,0.01,-0.08928571428571429
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,45,1.0,-0.14761904761904762
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,46,100.0,0.4357142857142857
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,47,10.0,0.6666666666666666
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,48,100.0,-0.03214285714285715
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,49,10.0,0.8142857142857144
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,50,0.1,0.855952380952381
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,51,0.1,0.25952380952380955
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,52,100.0,-0.5142857142857142
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,53,0.1,0.861904761904762
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,54,100.0,0.4476190476190476
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,55,100.0,0.39166666666666666
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,56,100.0,0.10595238095238092
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,57,100.0,0.4916666666666667
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,58,0.01,0.9309523809523811
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,59,100.0,0.0
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,60,0.01,0.09285714285714286
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,61,10.0,0.015476190476190478
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,62,1.0,0.3869047619047619
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,63,1.0,0.33809523809523806
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,64,100.0,0.6666666666666666
T238_OUTER_04,PXD064962_UCD_EVENT,1,10.0,-0.7279524106670745
T238_OUTER_04,PXD064962_UCD_EVENT,2,100.0,0.8213917923376638
T238_OUTER_04,PXD064962_UCD_EVENT,3,10.0,-0.01676797859249334
T238_OUTER_04,PXD064962_UCD_EVENT,4,0.01,0.09550507899165171
T238_OUTER_04,PXD064962_UCD_EVENT,5,0.01,0.504564176581045
T238_OUTER_04,PXD064962_UCD_EVENT,6,100.0,-0.10310038974731182
T238_OUTER_04,PXD064962_UCD_EVENT,7,100.0,-0.23227340920817957
T238_OUTER_04,PXD064962_UCD_EVENT,8,100.0,-0.6285451276708856
T238_OUTER_04,PXD064962_UCD_EVENT,9,10.0,0.16487138192431625
T238_OUTER_04,PXD064962_UCD_EVENT,10,0.01,0.33455383191134386
T238_OUTER_04,PXD064962_UCD_EVENT,11,100.0,-0.8069409287565245
T238_OUTER_04,PXD064962_UCD_EVENT,12,10.0,-0.7409247703196427
T238_OUTER_04,PXD064962_UCD_EVENT,13,100.0,0.36779350728430293
T238_OUTER_04,PXD064962_UCD_EVENT,14,100.0,-0.05231347599889815
T238_OUTER_04,PXD064962_UCD_EVENT,15,100.0,0.16364429568603653
T238_OUTER_04,PXD064962_UCD_EVENT,16,10.0,-0.7399491017716545
T238_OUTER_04,PXD064962_UCD_EVENT,17,10.0,-0.21819312729217047
T238_OUTER_04,PXD064962_UCD_EVENT,18,100.0,-0.2271658067088464
T238_OUTER_04,PXD064962_UCD_EVENT,19,10.0,0.8191704131870864
T238_OUTER_04,PXD064962_UCD_EVENT,20,100.0,0.012907531355522283
T238_OUTER_04,PXD064962_UCD_EVENT,21,0.01,0.2345927202693568
T238_OUTER_04,PXD064962_UCD_EVENT,22,100.0,0.185964641301053
T238_OUTER_04,PXD064962_UCD_EVENT,23,100.0,-0.1577676352816087
T238_OUTER_04,PXD064962_UCD_EVENT,24,0.01,-0.25445889340781386
T238_OUTER_04,PXD064962_UCD_EVENT,25,100.0,-0.3900559741325258
T238_OUTER_04,PXD064962_UCD_EVENT,26,100.0,-0.20062864240612982
T238_OUTER_04,PXD064962_UCD_EVENT,27,100.0,0.3409353778651903
T238_OUTER_04,PXD064962_UCD_EVENT,28,100.0,-0.4941357271493979
T238_OUTER_04,PXD064962_UCD_EVENT,29,100.0,-0.10006992942990313
T238_OUTER_04,PXD064962_UCD_EVENT,30,100.0,-0.6751884070272993
T238_OUTER_04,PXD064962_UCD_EVENT,31,0.01,-0.5266250468028393
T238_OUTER_04,PXD064962_UCD_EVENT,32,10.0,0.7760162835885556
T238_OUTER_04,PXD064962_UCD_EVENT,33,1.0,-0.5352146504707971
T238_OUTER_04,PXD064962_UCD_EVENT,34,100.0,0.1156129973178324
T238_OUTER_04,PXD064962_UCD_EVENT,35,100.0,-0.5294715933059635
T238_OUTER_04,PXD064962_UCD_EVENT,36,10.0,0.09215790183839677
T238_OUTER_04,PXD064962_UCD_EVENT,37,0.01,0.553594966584004
T238_OUTER_04,PXD064962_UCD_EVENT,38,0.01,-0.08802664113452367
T238_OUTER_04,PXD064962_UCD_EVENT,39,10.0,-0.6831667935316775
T238_OUTER_04,PXD064962_UCD_EVENT,40,0.01,0.57151462561368
T238_OUTER_04,PXD064962_UCD_EVENT,41,100.0,-0.0011803088792656541
T238_OUTER_04,PXD064962_UCD_EVENT,42,0.01,0.6879434804263699
