external_target_observation_id,source_id,laboratory_anchor,canonical_accession,measurement_batch_id,source_worksheet,source_row,source_coordinate,author_quantity_type,author_numeric_value,rank_percentile_descending,measurement_batch_positive_protein_count
R4PXD068107:2:BKB2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P10644,PXD068107_NP03,2b_heatmap,2,BKB2,SOURCE_DATA_INTENSITY,36586.5,0.1728395061728395,82
R4PXD068107:2:BKK2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P10809,PXD068107_NP03,2b_heatmap,2,BKK2,SOURCE_DATA_INTENSITY,574777,0.67901234567901236,82
R4PXD068107:2:BKP2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P11021,PXD068107_NP03,2b_heatmap,2,BKP2,SOURCE_DATA_INTENSITY,6368640,0.9135802469135802,82
R4PXD068107:2:BKX2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P11166,PXD068107_NP03,2b_heatmap,2,BKX2,SOURCE_DATA_INTENSITY,319441,0.53086419753086422,82
R4PXD068107:2:BLT2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P11413,PXD068107_NP03,2b_heatmap,2,BLT2,SOURCE_DATA_INTENSITY,50126.400000000001,0.22222222222222221,82
R4PXD068107:2:BOZ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P13796,PXD068107_NP03,2b_heatmap,2,BOZ2,SOURCE_DATA_INTENSITY,499992,0.62962962962962965,82
R4PXD068107:2:BQN2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P14868,PXD068107_NP03,2b_heatmap,2,BQN2,SOURCE_DATA_INTENSITY,133154,0.34567901234567899,82
R4PXD068107:2:BTD2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P16615,PXD068107_NP03,2b_heatmap,2,BTD2,SOURCE_DATA_INTENSITY,37109.5,0.18518518518518517,82
R4PXD068107:2:BWA2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P19367,PXD068107_NP03,2b_heatmap,2,BWA2,SOURCE_DATA_INTENSITY,434698,0.58024691358024694,82
R4PXD068107:2:BZN2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P21796,PXD068107_NP03,2b_heatmap,2,BZN2,SOURCE_DATA_INTENSITY,38751.300000000003,0.19753086419753085,82
R4PXD068107:2:CBV2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P23284,PXD068107_NP03,2b_heatmap,2,CBV2,SOURCE_DATA_INTENSITY,2407450,0.8271604938271605,82
R4PXD068107:2:CDO2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P24844,PXD068107_NP03,2b_heatmap,2,CDO2,SOURCE_DATA_INTENSITY,18792.799999999999,0.086419753086419748,82
R4PXD068107:2:CES2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P26038,PXD068107_NP03,2b_heatmap,2,CES2,SOURCE_DATA_INTENSITY,4289160,0.88888888888888884,82
R4PXD068107:2:CFF2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P26641,PXD068107_NP03,2b_heatmap,2,CFF2,SOURCE_DATA_INTENSITY,88368,0.2839506172839506,82
R4PXD068107:2:CGC2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P27797,PXD068107_NP03,2b_heatmap,2,CGC2,SOURCE_DATA_INTENSITY,26867.599999999999,0.13580246913580246,82
R4PXD068107:2:CGL2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P28066,PXD068107_NP03,2b_heatmap,2,CGL2,SOURCE_DATA_INTENSITY,31661.200000000001,0.14814814814814814,82
R4PXD068107:2:CGM2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P28070,PXD068107_NP03,2b_heatmap,2,CGM2,SOURCE_DATA_INTENSITY,21989.5,0.1111111111111111,82
R4PXD068107:2:CIL2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P30041,PXD068107_NP03,2b_heatmap,2,CIL2,SOURCE_DATA_INTENSITY,732218,0.72839506172839508,82
R4PXD068107:2:CIN2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P30044,PXD068107_NP03,2b_heatmap,2,CIN2,SOURCE_DATA_INTENSITY,138145,0.37037037037037035,82
R4PXD068107:2:CIW2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P30101,PXD068107_NP03,2b_heatmap,2,CIW2,SOURCE_DATA_INTENSITY,794622,0.7407407407407407,82
R4PXD068107:2:CQE2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P37802,PXD068107_NP03,2b_heatmap,2,CQE2,SOURCE_DATA_INTENSITY,9605220,0.92592592592592593,82
R4PXD068107:2:CQM2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P38646,PXD068107_NP03,2b_heatmap,2,CQM2,SOURCE_DATA_INTENSITY,88052,0.27160493827160492,82
R4PXD068107:2:CUZ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P45880,PXD068107_NP03,2b_heatmap,2,CUZ2,SOURCE_DATA_INTENSITY,108787,0.33333333333333331,82
R4PXD068107:2:CZE2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P49411,PXD068107_NP03,2b_heatmap,2,CZE2,SOURCE_DATA_INTENSITY,863949,0.75308641975308643,82
R4PXD068107:2:DCJ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P50990,PXD068107_NP03,2b_heatmap,2,DCJ2,SOURCE_DATA_INTENSITY,98635.800000000003,0.30864197530864196,82
R4PXD068107:2:DCK2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P50991,PXD068107_NP03,2b_heatmap,2,DCK2,SOURCE_DATA_INTENSITY,165824,0.41975308641975306,82
R4PXD068107:2:DCL2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P50995,PXD068107_NP03,2b_heatmap,2,DCL2,SOURCE_DATA_INTENSITY,9925.2800000000007,0.024691358024691357,82
R4PXD068107:2:DFZ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P52907,PXD068107_NP03,2b_heatmap,2,DFZ2,SOURCE_DATA_INTENSITY,103635,0.32098765432098764,82
R4PXD068107:2:DGJ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P53396,PXD068107_NP03,2b_heatmap,2,DGJ2,SOURCE_DATA_INTENSITY,150246,0.39506172839506171,82
R4PXD068107:2:DIY2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P55072,PXD068107_NP03,2b_heatmap,2,DIY2,SOURCE_DATA_INTENSITY,552754,0.65432098765432101,82
R4PXD068107:2:DMJ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P60174,PXD068107_NP03,2b_heatmap,2,DMJ2,SOURCE_DATA_INTENSITY,2177580,0.81481481481481477,82
R4PXD068107:2:DNG2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P61006,PXD068107_NP03,2b_heatmap,2,DNG2,SOURCE_DATA_INTENSITY,171611,0.43209876543209874,82
R4PXD068107:2:DNM2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P61026,PXD068107_NP03,2b_heatmap,2,DNM2,SOURCE_DATA_INTENSITY,33096.900000000001,0.16049382716049382,82
R4PXD068107:2:DNS2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P61106,PXD068107_NP03,2b_heatmap,2,DNS2,SOURCE_DATA_INTENSITY,219351,0.49382716049382713,82
R4PXD068107:2:DPG2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P61978,PXD068107_NP03,2b_heatmap,2,DPG2,SOURCE_DATA_INTENSITY,2581020,0.83950617283950613,82
R4PXD068107:2:DPH2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P61981,PXD068107_NP03,2b_heatmap,2,DPH2,SOURCE_DATA_INTENSITY,213651,0.48148148148148145,82
R4PXD068107:2:DQK2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P62330,PXD068107_NP03,2b_heatmap,2,DQK2,SOURCE_DATA_INTENSITY,19621.900000000001,0.098765432098765427,82
R4PXD068107:2:DQX2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P62805,PXD068107_NP03,2b_heatmap,2,DQX2,SOURCE_DATA_INTENSITY,54902100,0.95061728395061729,82
R4PXD068107:2:DRY2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P63000,PXD068107_NP03,2b_heatmap,2,DRY2,SOURCE_DATA_INTENSITY,905215,0.79012345679012341,82
R4PXD068107:2:DTD2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P68366,PXD068107_NP03,2b_heatmap,2,DTD2,SOURCE_DATA_INTENSITY,3311520,0.87654320987654322,82
R4PXD068107:2:DUE2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P78417,PXD068107_NP03,2b_heatmap,2,DUE2,SOURCE_DATA_INTENSITY,487330,0.59259259259259256,82
R4PXD068107:2:EAQ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q04695,PXD068107_NP03,2b_heatmap,2,EAQ2,SOURCE_DATA_INTENSITY,2662920,0.85185185185185186,82
R4PXD068107:2:EPH2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q14247,PXD068107_NP03,2b_heatmap,2,EPH2,SOURCE_DATA_INTENSITY,134836,0.35802469135802467,82
R4PXD068107:2:ESK2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q14974,PXD068107_NP03,2b_heatmap,2,ESK2,SOURCE_DATA_INTENSITY,156628,0.40740740740740738,82
R4PXD068107:2:EUC2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q15084,PXD068107_NP03,2b_heatmap,2,EUC2,SOURCE_DATA_INTENSITY,667453,0.71604938271604934,82
R4PXD068107:2:EVQ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q15365,PXD068107_NP03,2b_heatmap,2,EVQ2,SOURCE_DATA_INTENSITY,289991,0.51851851851851849,82
R4PXD068107:2:EWB2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q15404,PXD068107_NP03,2b_heatmap,2,EWB2,SOURCE_DATA_INTENSITY,182075,0.44444444444444442,82
R4PXD068107:2:EXI2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q15691,PXD068107_NP03,2b_heatmap,2,EXI2,SOURCE_DATA_INTENSITY,2704930,0.86419753086419748,82
R4PXD068107:2:EYN2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q15942,PXD068107_NP03,2b_heatmap,2,EYN2,SOURCE_DATA_INTENSITY,408140,0.5679012345679012,82
R4PXD068107:2:EZF2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q16543,PXD068107_NP03,2b_heatmap,2,EZF2,SOURCE_DATA_INTENSITY,47715.099999999999,0.20987654320987653,82
R4PXD068107:2:EZZ2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q16643,PXD068107_NP03,2b_heatmap,2,EZZ2,SOURCE_DATA_INTENSITY,7971.7299999999996,0.012345679012345678,82
R4PXD068107:2:FAP2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q16762,PXD068107_NP03,2b_heatmap,2,FAP2,SOURCE_DATA_INTENSITY,54004.800000000003,0.23456790123456789,82
R4PXD068107:2:FBY2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q27J81,PXD068107_NP03,2b_heatmap,2,FBY2,SOURCE_DATA_INTENSITY,91883.899999999994,0.29629629629629628,82
R4PXD068107:2:FYD2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q70J99,PXD068107_NP03,2b_heatmap,2,FYD2,SOURCE_DATA_INTENSITY,64524.199999999997,0.24691358024691357,82
R4PXD068107:2:FZH2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q7L576,PXD068107_NP03,2b_heatmap,2,FZH2,SOURCE_DATA_INTENSITY,589582,0.69135802469135799,82
R4PXD068107:2:GFO2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q86VP6,PXD068107_NP03,2b_heatmap,2,GFO2,SOURCE_DATA_INTENSITY,139691,0.38271604938271603,82
R4PXD068107:2:HJL2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q93084,PXD068107_NP03,2b_heatmap,2,HJL2,SOURCE_DATA_INTENSITY,16831.099999999999,0.061728395061728392,82
R4PXD068107:2:IBO2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q99733,PXD068107_NP03,2b_heatmap,2,IBO2,SOURCE_DATA_INTENSITY,24625.900000000001,0.12345679012345678,82
R4PXD068107:2:ICI2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q99832,PXD068107_NP03,2b_heatmap,2,ICI2,SOURCE_DATA_INTENSITY,77031.100000000006,0.25925925925925924,82
R4PXD068107:2:IFI2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9BS26,PXD068107_NP03,2b_heatmap,2,IFI2,SOURCE_DATA_INTENSITY,185640,0.4567901234567901,82
R4PXD068107:2:IFU2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9BSJ8,PXD068107_NP03,2b_heatmap,2,IFU2,SOURCE_DATA_INTENSITY,368416,0.54320987654320985,82
R4PXD068107:2:ITX2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9H4B7,PXD068107_NP03,2b_heatmap,2,ITX2,SOURCE_DATA_INTENSITY,401716,0.55555555555555558,82
R4PXD068107:2:JAC2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9HDC9,PXD068107_NP03,2b_heatmap,2,JAC2,SOURCE_DATA_INTENSITY,9663750,0.93827160493827155,82
R4PXD068107:2:JDC2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9NR12,PXD068107_NP03,2b_heatmap,2,JDC2,SOURCE_DATA_INTENSITY,206480,0.46913580246913578,82
R4PXD068107:2:JEP2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9NRW1,PXD068107_NP03,2b_heatmap,2,JEP2,SOURCE_DATA_INTENSITY,14713.799999999999,0.049382716049382713,82
R4PXD068107:2:JKP2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9NY65,PXD068107_NP03,2b_heatmap,2,JKP2,SOURCE_DATA_INTENSITY,18601.099999999999,0.07407407407407407,82
R4PXD068107:2:KDT2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9Y2A7,PXD068107_NP03,2b_heatmap,2,KDT2,SOURCE_DATA_INTENSITY,495368,0.60493827160493829,82
R4PXD068107:2:KHC2:PXD068107_NP03,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,Q9Y3F4,PXD068107_NP03,2b_heatmap,2,KHC2,SOURCE_DATA_INTENSITY,5242.9300000000003,0,82
R4PXD068107:3:GY3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,O00151,PXD068107_NP10,2b_heatmap,3,GY3,SOURCE_DATA_INTENSITY,943763,0.69148936170212771,95
R4PXD068107:3:HI3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,O00187,PXD068107_NP10,2b_heatmap,3,HI3,SOURCE_DATA_INTENSITY,22310200,0.93617021276595747,95
R4PXD068107:3:HZ3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,O00264,PXD068107_NP10,2b_heatmap,3,HZ3,SOURCE_DATA_INTENSITY,70984.199999999997,0.10638297872340426,95
R4PXD068107:3:IE3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,O00299,PXD068107_NP10,2b_heatmap,3,IE3,SOURCE_DATA_INTENSITY,2275110,0.82978723404255317,95
R4PXD068107:3:IQ3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,O00410,PXD068107_NP10,2b_heatmap,3,IQ3,SOURCE_DATA_INTENSITY,83905.399999999994,0.1276595744680851,95
R4PXD068107:3:OY3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,O15145,PXD068107_NP10,2b_heatmap,3,OY3,SOURCE_DATA_INTENSITY,4974800,0.87234042553191493,95
R4PXD068107:3:AAP3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,O75083,PXD068107_NP10,2b_heatmap,3,AAP3,SOURCE_DATA_INTENSITY,1952970,0.80851063829787229,95
R4PXD068107:3:AOR3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P00387,PXD068107_NP10,2b_heatmap,3,AOR3,SOURCE_DATA_INTENSITY,615714,0.57446808510638303,95
R4PXD068107:3:AOT3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P00403,PXD068107_NP10,2b_heatmap,3,AOT3,SOURCE_DATA_INTENSITY,102869,0.15957446808510639,95
R4PXD068107:3:AVX3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P04004,PXD068107_NP10,2b_heatmap,3,AVX3,SOURCE_DATA_INTENSITY,225123000,1,95
R4PXD068107:3:AWW3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P04264,PXD068107_NP10,2b_heatmap,3,AWW3,SOURCE_DATA_INTENSITY,48900400,0.97872340425531912,95
R4PXD068107:3:AXO3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P04844,PXD068107_NP10,2b_heatmap,3,AXO3,SOURCE_DATA_INTENSITY,55806.800000000003,0.074468085106382975,95
R4PXD068107:3:AXU3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P05023,PXD068107_NP10,2b_heatmap,3,AXU3,SOURCE_DATA_INTENSITY,575562,0.54255319148936165,95
R4PXD068107:3:AZG3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P05556,PXD068107_NP10,2b_heatmap,3,AZG3,SOURCE_DATA_INTENSITY,1084490,0.72340425531914898,95
R4PXD068107:3:BAA3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P06396,PXD068107_NP10,2b_heatmap,3,BAA3,SOURCE_DATA_INTENSITY,99242800,0.98936170212765961,95
R4PXD068107:3:BAC3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P06576,PXD068107_NP10,2b_heatmap,3,BAC3,SOURCE_DATA_INTENSITY,1094480,0.73404255319148937,95
R4PXD068107:3:BCX3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P07996,PXD068107_NP10,2b_heatmap,3,BCX3,SOURCE_DATA_INTENSITY,37504300,0.96808510638297873,95
R4PXD068107:3:BGG3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P09493,PXD068107_NP10,2b_heatmap,3,BGG3,SOURCE_DATA_INTENSITY,44643.099999999999,0.053191489361702128,95
R4PXD068107:3:BJV3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P10599,PXD068107_NP10,2b_heatmap,3,BJV3,SOURCE_DATA_INTENSITY,846489,0.68085106382978722,95
R4PXD068107:3:BKB3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P10644,PXD068107_NP10,2b_heatmap,3,BKB3,SOURCE_DATA_INTENSITY,576364,0.55319148936170215,95
R4PXD068107:3:BKK3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P10809,PXD068107_NP10,2b_heatmap,3,BKK3,SOURCE_DATA_INTENSITY,385559,0.39361702127659576,95
R4PXD068107:3:BKP3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P11021,PXD068107_NP10,2b_heatmap,3,BKP3,SOURCE_DATA_INTENSITY,28549300,0.95744680851063835,95
R4PXD068107:3:BKX3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P11166,PXD068107_NP10,2b_heatmap,3,BKX3,SOURCE_DATA_INTENSITY,692362,0.62765957446808507,95
R4PXD068107:3:BLT3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P11413,PXD068107_NP10,2b_heatmap,3,BLT3,SOURCE_DATA_INTENSITY,142667,0.19148936170212766,95
R4PXD068107:3:BOZ3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P13796,PXD068107_NP10,2b_heatmap,3,BOZ3,SOURCE_DATA_INTENSITY,498175,0.48936170212765956,95
R4PXD068107:3:BQN3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P14868,PXD068107_NP10,2b_heatmap,3,BQN3,SOURCE_DATA_INTENSITY,960527,0.7021276595744681,95
R4PXD068107:3:BTD3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P16615,PXD068107_NP10,2b_heatmap,3,BTD3,SOURCE_DATA_INTENSITY,114868,0.1702127659574468,95
R4PXD068107:3:BWA3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P19367,PXD068107_NP10,2b_heatmap,3,BWA3,SOURCE_DATA_INTENSITY,251204,0.27659574468085107,95
R4PXD068107:3:BXV3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P20645,PXD068107_NP10,2b_heatmap,3,BXV3,SOURCE_DATA_INTENSITY,23045.200000000001,0.010638297872340425,95
R4PXD068107:3:BZN3:PXD068107_NP10,PXD068107_WESTLAKE_OMNIPROT_TECHNICAL,Westlake University,P21796,PXD068107_NP10,2b_heatmap,3,BZN3,SOURCE_DATA_INTENSITY,182927,0.22340425531914893,95
