canonical_accession,sequence_length,estimated_molecular_mass_da,hydrophobic_fraction,aromatic_fraction,acidic_fraction,basic_fraction,cysteine_fraction,proline_fraction,mean_kyte_doolittle,aa_fraction_A,aa_fraction_C,aa_fraction_D,aa_fraction_E,aa_fraction_F,aa_fraction_G,aa_fraction_H,aa_fraction_I,aa_fraction_K,aa_fraction_L,aa_fraction_M,aa_fraction_N,aa_fraction_P,aa_fraction_Q,aa_fraction_R,aa_fraction_S,aa_fraction_T,aa_fraction_V,aa_fraction_W,aa_fraction_Y
P01275,180,20909.205299999998,0.3611111111111111,0.10555555555555556,0.16111111111111112,0.16666666666666666,0,0.016666666666666666,-0.81388888888888888,0.072222222222222215,0,0.088888888888888892,0.072222222222222215,0.061111111111111109,0.050000000000000003,0.022222222222222223,0.044444444444444446,0.055555555555555552,0.066666666666666666,0.027777777777777776,0.044444444444444446,0.016666666666666666,0.055555555555555552,0.088888888888888892,0.094444444444444442,0.050000000000000003,0.044444444444444446,0.022222222222222223,0.022222222222222223
P04004,478,54305.590499999998,0.37447698744769875,0.11715481171548117,0.13807531380753138,0.13598326359832635,0.029288702928870293,0.077405857740585768,-0.72343096234309623,0.071129707112970716,0.029288702928870293,0.066945606694560664,0.071129707112970716,0.048117154811715482,0.077405857740585768,0.018828451882845189,0.029288702928870293,0.041841004184100417,0.066945606694560664,0.014644351464435146,0.031380753138075312,0.077405857740585768,0.054393305439330547,0.075313807531380755,0.071129707112970716,0.039748953974895397,0.046025104602510462,0.020920502092050208,0.048117154811715482
P04264,644,66038.730100000001,0.27795031055900621,0.071428571428571425,0.099378881987577633,0.10869565217391304,0.004658385093167702,0.010869565217391304,-0.62577639751552794,0.037267080745341616,0.004658385093167702,0.04192546583850932,0.05745341614906832,0.032608695652173912,0.2267080745341615,0.0062111801242236021,0.046583850931677016,0.043478260869565216,0.065217391304347824,0.012422360248447204,0.043478260869565216,0.010869565217391304,0.055900621118012424,0.059006211180124224,0.13975155279503104,0.037267080745341616,0.040372670807453416,0.0015527950310559005,0.037267080745341616
P04844,631,69284.007400000002,0.45958795562599047,0.087163232963549928,0.10301109350237718,0.10142630744849446,0.0031695721077654518,0.039619651347068144,0.080982567353407267,0.10301109350237718,0.0031695721077654518,0.041204437400950873,0.061806656101426306,0.052297939778129951,0.039619651347068144,0.025356576862123614,0.047543581616481777,0.045958795562599047,0.11727416798732171,0.012678288431061807,0.041204437400950873,0.039619651347068144,0.047543581616481777,0.030110935023771792,0.085578446909667191,0.082408874801901746,0.08874801901743265,0.0063391442155309036,0.028526148969889066
P05023,1023,112896.0972,0.45356793743890517,0.079178885630498533,0.12218963831867058,0.11436950146627566,0.022482893450635387,0.043010752688172046,0.01124144672531768,0.079178885630498533,0.022482893450635387,0.056695992179863146,0.065493646138807426,0.04398826979472141,0.074291300097751714,0.01466275659824047,0.08113391984359726,0.054740957966764418,0.093841642228739003,0.024437927663734114,0.041055718475073312,0.043010752688172046,0.036168132942326493,0.044965786901270774,0.056695992179863146,0.05865102639296188,0.07331378299120235,0.011730205278592375,0.023460410557184751
P05556,798,88415.272200000007,0.38847117794486213,0.072681704260651625,0.13157894736842105,0.12030075187969924,0.072681704260651625,0.043859649122807015,-0.40350877192982454,0.037593984962406013,0.072681704260651625,0.052631578947368418,0.078947368421052627,0.036340852130325813,0.077694235588972427,0.012531328320802004,0.060150375939849621,0.071428571428571425,0.062656641604010022,0.018796992481203006,0.072681704260651625,0.043859649122807015,0.036340852130325813,0.036340852130325813,0.073934837092731825,0.055137844611528819,0.063909774436090222,0.0075187969924812026,0.02882205513784461
P06396,782,85697.517999999996,0.40281329923273657,0.086956521739130432,0.12404092071611253,0.12915601023017903,0.0089514066496163679,0.053708439897698211,-0.41457800511508952,0.10358056265984655,0.0089514066496163679,0.058823529411764705,0.065217391304347824,0.039641943734015347,0.090792838874680301,0.017902813299232736,0.029411764705882353,0.05754475703324808,0.081841432225063945,0.016624040920716114,0.035805626598465472,0.053708439897698211,0.052429667519181586,0.053708439897698211,0.058823529411764705,0.052429667519181586,0.075447570332480812,0.019181585677749361,0.028132992327365727
P06576,529,56559.902300000002,0.44045368620037806,0.054820415879017016,0.12098298676748583,0.11153119092627599,0,0.060491493383742913,0.018147448015122861,0.11153119092627599,0,0.051039697542533083,0.069943289224952743,0.030245746691871456,0.092627599243856329,0.01890359168241966,0.068052930056710773,0.043478260869565216,0.090737240075614373,0.026465028355387523,0.017013232514177693,0.060491493383742913,0.045368620037807186,0.049149338374291113,0.049149338374291113,0.062381852551984876,0.088846880907372403,0,0.024574669187145556
P07996,1170,129382.666,0.34615384615384615,0.07521367521367521,0.15555555555555556,0.12136752136752137,0.059829059829059832,0.059829059829059832,-0.71888888888888891,0.044444444444444446,0.059829059829059832,0.11196581196581197,0.043589743589743588,0.029914529914529916,0.089743589743589744,0.023076923076923078,0.038461538461538464,0.047008547008547008,0.054700854700854701,0.011965811965811967,0.069230769230769235,0.059829059829059832,0.042735042735042736,0.05128205128205128,0.063247863247863245,0.052136752136752139,0.061538461538461542,0.018803418803418803,0.026495726495726495
P09493,284,32708.5687,0.36619718309859156,0.02464788732394366,0.28169014084507044,0.19366197183098591,0.0035211267605633804,0,-1.0440140845070423,0.12676056338028169,0.0035211267605633804,0.084507042253521125,0.19718309859154928,0.0035211267605633804,0.010563380281690141,0.0070422535211267607,0.042253521126760563,0.13380281690140844,0.11619718309859155,0.021126760563380281,0.017605633802816902,0,0.049295774647887321,0.052816901408450703,0.052816901408450703,0.028169014084507043,0.031690140845070422,0,0.021126760563380281
P10599,105,11737.496499999999,0.45714285714285713,0.10476190476190476,0.16190476190476191,0.12380952380952381,0.047619047619047616,0.028571428571428571,-0.096190476190476187,0.076190476190476197,0.047619047619047616,0.066666666666666666,0.095238095238095233,0.085714285714285715,0.047619047619047616,0.0095238095238095247,0.038095238095238099,0.11428571428571428,0.057142857142857141,0.028571428571428571,0.028571428571428571,0.028571428571428571,0.047619047619047616,0,0.066666666666666666,0.038095238095238099,0.10476190476190476,0.0095238095238095247,0.0095238095238095247
P10644,381,42981.6947,0.40682414698162728,0.081364829396325458,0.16010498687664043,0.14435695538057744,0.010498687664041995,0.041994750656167978,-0.43727034120734909,0.081364829396325458,0.010498687664041995,0.05774278215223097,0.10236220472440945,0.041994750656167978,0.062992125984251968,0.0052493438320209973,0.055118110236220472,0.05774278215223097,0.081364829396325458,0.018372703412073491,0.034120734908136482,0.041994750656167978,0.03937007874015748,0.081364829396325458,0.070866141732283464,0.03937007874015748,0.07874015748031496,0.007874015748031496,0.031496062992125984
P10809,573,61054.635199999997,0.42582897033158812,0.031413612565445025,0.13961605584642234,0.13612565445026178,0.005235602094240838,0.033158813263525308,-0.076439790575916225,0.09947643979057591,0.005235602094240838,0.064572425828970326,0.075043630017452012,0.017452006980802792,0.097731239092495634,0.005235602094240838,0.075043630017452012,0.092495636998254804,0.083769633507853408,0.031413612565445025,0.034904013961605584,0.033158813263525308,0.029668411867364748,0.038394415357766144,0.043630017452006981,0.059336823734729496,0.09947643979057591,0.0017452006980802793,0.012216404886561954
P11021,654,72332.960200000001,0.37003058103975534,0.058103975535168197,0.16972477064220184,0.14525993883792049,0.0030581039755351682,0.041284403669724773,-0.48669724770642203,0.070336391437308868,0.0030581039755351682,0.071865443425076447,0.097859327217125383,0.035168195718654434,0.0764525993883792,0.0091743119266055051,0.064220183486238536,0.093272171253822631,0.079510703363914373,0.016819571865443424,0.042813455657492352,0.041284403669724773,0.03669724770642202,0.042813455657492352,0.042813455657492352,0.07492354740061162,0.077981651376146793,0.0030581039755351682,0.019877675840978593
P11166,492,54083.776100000003,0.51626016260162599,0.11585365853658537,0.063008130081300809,0.085365853658536592,0.012195121951219513,0.046747967479674794,0.53414634146341466,0.06910569105691057,0.012195121951219513,0.014227642276422764,0.04878048780487805,0.077235772357723581,0.093495934959349589,0.01016260162601626,0.075203252032520332,0.032520325203252036,0.11991869918699187,0.034552845528455285,0.028455284552845527,0.046747967479674794,0.042682926829268296,0.042682926829268296,0.07113821138211382,0.052845528455284556,0.08943089430894309,0.012195121951219513,0.026422764227642278
P11413,515,59256.752500000002,0.42912621359223302,0.1087378640776699,0.13009708737864079,0.14757281553398058,0.015533980582524271,0.046601941747572817,-0.37009708737864083,0.062135922330097085,0.015533980582524271,0.056310679611650483,0.073786407766990289,0.054368932038834951,0.064077669902912623,0.02524271844660194,0.058252427184466021,0.056310679611650483,0.089320388349514557,0.027184466019417475,0.048543689320388349,0.046601941747572817,0.044660194174757278,0.066019417475728162,0.046601941747572817,0.042718446601941747,0.067961165048543687,0.013592233009708738,0.040776699029126215
P13796,627,70288.393200000006,0.42424242424242425,0.071770334928229665,0.1419457735247209,0.13078149920255183,0.015948963317384369,0.038277511961722487,-0.31164274322169061,0.068580542264752797,0.015948963317384369,0.063795853269537475,0.078149920255183414,0.031897926634768738,0.068580542264752797,0.012759170653907496,0.066985645933014357,0.071770334928229665,0.11164274322169059,0.027113237639553429,0.079744816586921854,0.038277511961722487,0.027113237639553429,0.046251993620414676,0.051036682615629984,0.038277511961722487,0.062200956937799042,0.012759170653907496,0.027113237639553429
P14868,501,57136.217700000001,0.41117764471057883,0.081836327345309379,0.13972055888223553,0.15369261477045909,0.013972055888223553,0.04790419161676647,-0.41636726546906189,0.071856287425149698,0.013972055888223553,0.057884231536926151,0.081836327345309379,0.049900199600798403,0.051896207584830337,0.027944111776447105,0.05588822355289421,0.057884231536926151,0.081836327345309379,0.029940119760479042,0.033932135728542916,0.04790419161676647,0.061876247504990017,0.067864271457085831,0.053892215568862277,0.04590818363273453,0.075848303393213579,0.001996007984031936,0.029940119760479042
P15531,152,17148.7251,0.43421052631578949,0.098684210526315791,0.13815789473684212,0.14473684210526316,0.019736842105263157,0.039473684210526314,-0.19407894736842107,0.052631578947368418,0.019736842105263157,0.052631578947368418,0.085526315789473686,0.052631578947368418,0.098684210526315791,0.026315789473684209,0.065789473684210523,0.065789473684210523,0.072368421052631582,0.032894736842105261,0.032894736842105261,0.039473684210526314,0.032894736842105261,0.052631578947368418,0.046052631578947366,0.032894736842105261,0.092105263157894732,0.019736842105263157,0.026315789473684209
P16615,1042,114756.8655,0.46545105566218808,0.074856046065259113,0.1199616122840691,0.10844529750479846,0.027831094049904029,0.046065259117082535,0.096641074856046061,0.080614203454894437,0.027831094049904029,0.047024952015355087,0.07293666026871401,0.04126679462571977,0.063339731285988479,0.012476007677543186,0.07293666026871401,0.054702495201535507,0.092130518234165071,0.030710172744721688,0.043186180422264873,0.046065259117082535,0.025911708253358926,0.04126679462571977,0.064299424184261031,0.063339731285988479,0.086372360844529747,0.015355086372360844,0.018234165067178502
P19367,917,102485.898,0.41875681570338058,0.069792802617230101,0.13631406761177753,0.15158124318429661,0.021810250817884406,0.022900763358778626,-0.21003271537622686,0.055616139585605233,0.021810250817884406,0.068702290076335881,0.067611777535441661,0.042529989094874592,0.085059978189749183,0.022900763358778626,0.057797164667393673,0.064340239912759001,0.099236641221374045,0.037077426390403491,0.037077426390403491,0.022900763358778626,0.029443838604143947,0.064340239912759001,0.053435114503816793,0.065430752453653221,0.077426390403489642,0.0043620501635768813,0.022900763358778626
P20645,277,30993.274300000001,0.43321299638989169,0.097472924187725629,0.1299638989169675,0.1299638989169675,0.032490974729241874,0.028880866425992781,-0.19061371841155236,0.054151624548736461,0.032490974729241874,0.050541516245487361,0.079422382671480149,0.050541516245487361,0.090252707581227443,0.025270758122743681,0.032490974729241874,0.050541516245487361,0.10469314079422383,0.021660649819494584,0.046931407942238268,0.028880866425992781,0.032490974729241874,0.054151624548736461,0.072202166064981949,0.036101083032490974,0.090252707581227443,0.01444043321299639,0.032490974729241874
P21796,283,30772.595099999999,0.37455830388692579,0.10247349823321555,0.10247349823321555,0.12367491166077739,0.0070671378091872791,0.021201413427561839,-0.41095406360424031,0.074204946996466431,0.0070671378091872791,0.049469964664310952,0.053003533568904596,0.049469964664310952,0.11307420494699646,0.010600706713780919,0.038869257950530034,0.088339222614840993,0.098939929328621903,0.010600706713780919,0.067137809187279157,0.021201413427561839,0.028268551236749116,0.024734982332155476,0.063604240282685506,0.10600706713780919,0.042402826855123678,0.014134275618374558,0.038869257950530034
P23284,216,23742.538,0.41203703703703703,0.10185185185185185,0.125,0.17592592592592593,0.0046296296296296294,0.037037037037037035,-0.19768518518518519,0.064814814814814811,0.0046296296296296294,0.069444444444444448,0.055555555555555552,0.07407407407407407,0.11574074074074074,0.013888888888888888,0.050925925925925923,0.12037037037037036,0.069444444444444448,0.023148148148148147,0.027777777777777776,0.037037037037037035,0.0092592592592592587,0.041666666666666664,0.041666666666666664,0.055555555555555552,0.097222222222222224,0.0092592592592592587,0.018518518518518517
P24844,172,19827.183699999998,0.36046511627906974,0.098837209302325577,0.20348837209302326,0.15697674418604651,0.0058139534883720929,0.034883720930232558,-0.79709302325581388,0.069767441860465115,0.0058139534883720929,0.10465116279069768,0.098837209302325577,0.081395348837209308,0.058139534883720929,0.023255813953488372,0.046511627906976744,0.081395348837209308,0.058139534883720929,0.058139534883720929,0.05232558139534884,0.034883720930232558,0.029069767441860465,0.05232558139534884,0.040697674418604654,0.063953488372093026,0.023255813953488372,0,0.017441860465116279
P26038,577,67820.0432,0.36395147313691506,0.065857885615251299,0.18890814558058924,0.19410745233968804,0.0034662045060658577,0.025996533795493933,-0.97504332755632583,0.084922010398613523,0.0034662045060658577,0.051993067590987867,0.1369150779896014,0.031195840554592721,0.031195840554592721,0.015597920277296361,0.043327556325823226,0.10745233968804159,0.091854419410745236,0.03292894280762565,0.036395147313691506,0.025996533795493933,0.077989601386481797,0.071057192374350084,0.036395147313691506,0.045060658578856154,0.041594454072790298,0.012131715771230503,0.022530329289428077
P26641,437,50118.811399999999,0.42105263157894735,0.13501144164759726,0.13043478260869565,0.13958810068649885,0.013729977116704805,0.059496567505720827,-0.48077803203661323,0.096109839816933634,0.013729977116704805,0.041189931350114416,0.08924485125858124,0.075514874141876437,0.048054919908466817,0.016018306636155607,0.025171624713958809,0.073226544622425629,0.07780320366132723,0.013729977116704805,0.034324942791762014,0.059496567505720827,0.050343249427917618,0.050343249427917618,0.057208237986270026,0.059496567505720827,0.059496567505720827,0.027459954233409609,0.032036613272311214
P27348,245,27764.249299999999,0.42040816326530611,0.077551020408163265,0.17959183673469387,0.12653061224489795,0.020408163265306121,0.016326530612244899,-0.51183673469387758,0.097959183673469383,0.020408163265306121,0.073469387755102047,0.10612244897959183,0.024489795918367346,0.036734693877551024,0.0040816326530612249,0.048979591836734691,0.077551020408163265,0.11020408163265306,0.024489795918367346,0.048979591836734691,0.016326530612244899,0.040816326530612242,0.044897959183673466,0.065306122448979598,0.065306122448979598,0.040816326530612242,0.0081632653061224497,0.044897959183673466
P27797,417,48141.559800000003,0.31414868105515587,0.10311750599520383,0.26139088729016785,0.1366906474820144,0.0071942446043165471,0.064748201438848921,-1.1043165467625899,0.038369304556354913,0.0071942446043165471,0.13189448441247004,0.12949640287769784,0.043165467625899283,0.064748201438848921,0.016786570743405275,0.045563549160671464,0.10071942446043165,0.06235011990407674,0.011990407673860911,0.038369304556354913,0.064748201438848921,0.035971223021582732,0.019184652278177457,0.047961630695443645,0.035971223021582732,0.045563549160671464,0.026378896882494004,0.033573141486810551
P28066,241,26411.032199999998,0.42323651452282157,0.066390041493775934,0.14522821576763487,0.1037344398340249,0.012448132780082987,0.033195020746887967,-0.1066390041493776,0.087136929460580909,0.012448132780082987,0.041493775933609957,0.1037344398340249,0.045643153526970952,0.070539419087136929,0.020746887966804978,0.074688796680497924,0.053941908713692949,0.078838174273858919,0.037344398340248962,0.029045643153526972,0.033195020746887967,0.049792531120331947,0.029045643153526972,0.078838174273858919,0.066390041493775934,0.066390041493775934,0.0041493775933609959,0.016597510373443983
P28070,264,29204.235199999999,0.44318181818181818,0.10606060606060606,0.10227272727272728,0.10227272727272728,0.003787878787878788,0.04924242424242424,-0.15946969696969701,0.083333333333333329,0.003787878787878788,0.045454545454545456,0.056818181818181816,0.034090909090909088,0.10227272727272728,0.011363636363636364,0.045454545454545456,0.01893939393939394,0.090909090909090912,0.04924242424242424,0.030303030303030304,0.04924242424242424,0.034090909090909088,0.071969696969696975,0.083333333333333329,0.053030303030303032,0.064393939393939392,0.015151515151515152,0.056818181818181816
P30041,224,25034.986099999998,0.41964285714285715,0.084821428571428575,0.14285714285714285,0.14732142857142858,0.0089285714285714281,0.084821428571428575,-0.2098214285714286,0.071428571428571425,0.0089285714285714281,0.071428571428571425,0.071428571428571425,0.053571428571428568,0.0625,0.013392857142857142,0.053571428571428568,0.080357142857142863,0.11160714285714286,0.017857142857142856,0.03125,0.084821428571428575,0.0089285714285714281,0.053571428571428568,0.040178571428571432,0.0625,0.071428571428571425,0.013392857142857142,0.017857142857142856
P30044,214,22086.4319,0.46261682242990654,0.065420560747663545,0.093457943925233641,0.12149532710280374,0.018691588785046728,0.042056074766355138,0.15233644859813084,0.14018691588785046,0.018691588785046728,0.037383177570093455,0.056074766355140186,0.046728971962616821,0.13551401869158877,0.0093457943925233638,0.032710280373831772,0.060747663551401869,0.093457943925233641,0.014018691588785047,0.028037383177570093,0.042056074766355138,0.02336448598130841,0.051401869158878503,0.060747663551401869,0.032710280373831772,0.098130841121495324,0.0093457943925233638,0.0093457943925233638
P30048,256,27692.654999999999,0.453125,0.08984375,0.0859375,0.125,0.0234375,0.0546875,0.060546874999999979,0.1015625,0.0234375,0.046875,0.0390625,0.0546875,0.06640625,0.03515625,0.0390625,0.05078125,0.1015625,0.0078125,0.04296875,0.0546875,0.0234375,0.0390625,0.09375,0.0546875,0.08984375,0.01171875,0.0234375
P30101,505,56782.387199999997,0.40594059405940597,0.100990099009901,0.15247524752475247,0.15841584158415842,0.013861386138613862,0.049504950495049507,-0.50633663366336634,0.089108910891089105,0.013861386138613862,0.067326732673267331,0.085148514851485155,0.057425742574257428,0.061386138613861385,0.01782178217821782,0.047524752475247525,0.095049504950495051,0.081188118811881191,0.015841584158415842,0.055445544554455446,0.049504950495049507,0.01782178217821782,0.045544554455445543,0.057425742574257428,0.041584158415841586,0.057425742574257428,0.0059405940594059407,0.037623762376237622
P37802,199,22391.446400000001,0.38190954773869346,0.080402010050251257,0.10552763819095477,0.11557788944723618,0.01507537688442211,0.045226130653266333,-0.6135678391959799,0.070351758793969849,0.01507537688442211,0.050251256281407038,0.055276381909547742,0.035175879396984924,0.095477386934673364,0,0.055276381909547742,0.06030150753768844,0.080402010050251257,0.040201005025125629,0.065326633165829151,0.045226130653266333,0.10552763819095477,0.055276381909547742,0.035175879396984924,0.050251256281407038,0.040201005025125629,0.020100502512562814,0.025125628140703519
P38646,679,73680.497699999993,0.39027982326951399,0.047128129602356406,0.13991163475699558,0.14138438880706922,0.0073637702503681884,0.032400589101620032,-0.40029455081001475,0.10456553755522828,0.0073637702503681884,0.061855670103092786,0.078055964653902798,0.027982326951399118,0.08247422680412371,0.011782032400589101,0.057437407952871868,0.076583210603829166,0.070692194403534608,0.026509572901325478,0.039764359351988215,0.032400589101620032,0.051546391752577317,0.053019145802650956,0.060382916053019146,0.061855670103092786,0.076583210603829166,0.0029455081001472753,0.016200294550810016
P45880,294,31566.500499999998,0.38435374149659862,0.098639455782312924,0.098639455782312924,0.11564625850340136,0.030612244897959183,0.023809523809523808,-0.27414965986394563,0.071428571428571425,0.030612244897959183,0.057823129251700682,0.040816326530612242,0.051020408163265307,0.11564625850340136,0.013605442176870748,0.044217687074829932,0.078231292517006806,0.078231292517006806,0.01020408163265306,0.051020408163265307,0.023809523809523808,0.027210884353741496,0.023809523809523808,0.078231292517006806,0.10544217687074831,0.051020408163265307,0.013605442176870748,0.034013605442176874
P49411,455,49874.9395,0.43076923076923079,0.05054945054945055,0.12527472527472527,0.15824175824175823,0.013186813186813187,0.052747252747252747,-0.1197802197802198,0.087912087912087919,0.013186813186813187,0.041758241758241756,0.083516483516483511,0.024175824175824177,0.090109890109890109,0.032967032967032968,0.05054945054945055,0.065934065934065936,0.11868131868131868,0.028571428571428571,0.026373626373626374,0.052747252747252747,0.019780219780219779,0.059340659340659338,0.026373626373626374,0.07032967032967033,0.081318681318681321,0.0043956043956043956,0.02197802197802198
P50990,548,59620.5818,0.45072992700729925,0.056569343065693431,0.13503649635036497,0.12956204379562045,0.01824817518248175,0.032846715328467155,-0.067700729927007305,0.10036496350364964,0.01824817518248175,0.056569343065693431,0.078467153284671534,0.027372262773722629,0.074817518248175188,0.021897810218978103,0.060218978102189784,0.074817518248175188,0.091240875912408759,0.032846715328467155,0.045620437956204379,0.032846715328467155,0.027372262773722629,0.032846715328467155,0.051094890510948905,0.052919708029197078,0.091240875912408759,0.0054744525547445258,0.023722627737226276
P50991,539,57924.233800000002,0.43413729128014844,0.024118738404452691,0.11873840445269017,0.13358070500927643,0.016697588126159554,0.029684601113172542,0.028385899814471236,0.090909090909090912,0.016697588126159554,0.057513914656771803,0.061224489795918366,0.012987012987012988,0.07050092764378478,0.011131725417439703,0.087198515769944335,0.072356215213358069,0.10575139146567718,0.027829313543599257,0.037105751391465679,0.029684601113172542,0.033395176252319109,0.050092764378478663,0.076066790352504632,0.066790352504638217,0.081632653061224483,0,0.011131725417439703
P50995,505,54389.709900000002,0.36039603960396038,0.081188118811881191,0.099009900990099015,0.10891089108910891,0.011881188118811881,0.12475247524752475,-0.52138613861386141,0.077227722772277227,0.011881188118811881,0.049504950495049507,0.049504950495049507,0.029702970297029702,0.11287128712871287,0.0079207920792079209,0.045544554455445543,0.047524752475247525,0.073267326732673263,0.033663366336633666,0.035643564356435641,0.12475247524752475,0.045544554455445543,0.053465346534653464,0.067326732673267331,0.045544554455445543,0.037623762376237622,0.0019801980198019802,0.049504950495049507
