outer_fold_id,held_out_laboratory_anchor,selected_alpha,resample,null_mean_spearman
R3-OUTER-01,Michigan State University-led multi-core study,100,38,-0.019799806116767002
R3-OUTER-01,Michigan State University-led multi-core study,100,39,0.096178424648707586
R3-OUTER-01,Michigan State University-led multi-core study,100,40,-0.069370816181701475
R3-OUTER-01,Michigan State University-led multi-core study,100,41,0.043430364860612136
R3-OUTER-01,Michigan State University-led multi-core study,100,42,-0.074442116789549095
R3-OUTER-01,Michigan State University-led multi-core study,100,43,-0.032338004229862882
R3-OUTER-01,Michigan State University-led multi-core study,100,44,-0.11392071345864926
R3-OUTER-01,Michigan State University-led multi-core study,100,45,-0.028355698304080523
R3-OUTER-01,Michigan State University-led multi-core study,100,46,-0.042956886726299694
R3-OUTER-01,Michigan State University-led multi-core study,100,47,-0.12207986864615829
R3-OUTER-01,Michigan State University-led multi-core study,100,48,-0.04065598762234672
R3-OUTER-01,Michigan State University-led multi-core study,100,49,-0.10181599282727694
R3-OUTER-01,Michigan State University-led multi-core study,100,50,0.12667903804907096
R3-OUTER-01,Michigan State University-led multi-core study,100,51,-0.023094431816264614
R3-OUTER-01,Michigan State University-led multi-core study,100,52,-0.11055103108634692
R3-OUTER-01,Michigan State University-led multi-core study,100,53,0.078255152141013765
R3-OUTER-01,Michigan State University-led multi-core study,100,54,-0.22598393905112779
R3-OUTER-01,Michigan State University-led multi-core study,100,55,-0.032487729809346194
R3-OUTER-01,Michigan State University-led multi-core study,100,56,0.043368237837764029
R3-OUTER-01,Michigan State University-led multi-core study,100,57,0.066958395209194943
R3-OUTER-01,Michigan State University-led multi-core study,100,58,-0.0057450319287741802
R3-OUTER-01,Michigan State University-led multi-core study,100,59,-0.067739294274518594
R3-OUTER-01,Michigan State University-led multi-core study,100,60,-0.20879120090247966
R3-OUTER-01,Michigan State University-led multi-core study,100,61,-0.13055662534025214
R3-OUTER-01,Michigan State University-led multi-core study,100,62,-0.14600595597292992
R3-OUTER-01,Michigan State University-led multi-core study,100,63,0.036024691287227018
R3-OUTER-01,Michigan State University-led multi-core study,100,64,-0.17551993449578437
R3-OUTER-01,Michigan State University-led multi-core study,100,65,-0.14448480256357193
R3-OUTER-01,Michigan State University-led multi-core study,100,66,-0.12930897486974463
R3-OUTER-01,Michigan State University-led multi-core study,100,67,-0.011993752647265224
R3-OUTER-01,Michigan State University-led multi-core study,100,68,-0.0051224376205247189
R3-OUTER-01,Michigan State University-led multi-core study,100,69,-0.070785628658247529
R3-OUTER-01,Michigan State University-led multi-core study,100,70,-0.040481640612459242
R3-OUTER-01,Michigan State University-led multi-core study,100,71,-0.10100184354143175
R3-OUTER-01,Michigan State University-led multi-core study,100,72,0.02575274181620205
R3-OUTER-01,Michigan State University-led multi-core study,100,73,-0.033258406670209711
R3-OUTER-01,Michigan State University-led multi-core study,100,74,-0.079028740448562285
R3-OUTER-01,Michigan State University-led multi-core study,100,75,0.13615979397639633
R3-OUTER-01,Michigan State University-led multi-core study,100,76,0.13374331843270687
R3-OUTER-01,Michigan State University-led multi-core study,100,77,-0.076575080372728185
R3-OUTER-01,Michigan State University-led multi-core study,100,78,0.10889730677454842
R3-OUTER-01,Michigan State University-led multi-core study,100,79,-0.14408585695571904
R3-OUTER-01,Michigan State University-led multi-core study,100,80,0.0064178594501860132
R3-OUTER-01,Michigan State University-led multi-core study,100,81,-0.22497348495102093
R3-OUTER-01,Michigan State University-led multi-core study,100,82,-0.0091882235592255761
R3-OUTER-01,Michigan State University-led multi-core study,100,83,0.080771027696202563
R3-OUTER-01,Michigan State University-led multi-core study,100,84,0.077560848854499043
R3-OUTER-01,Michigan State University-led multi-core study,100,85,0.14526870530562014
R3-OUTER-01,Michigan State University-led multi-core study,100,86,-0.078264173181100613
R3-OUTER-01,Michigan State University-led multi-core study,100,87,-0.035598908351406985
R3-OUTER-01,Michigan State University-led multi-core study,100,88,-0.052338698844595341
R3-OUTER-01,Michigan State University-led multi-core study,100,89,-0.0086814024254041298
R3-OUTER-01,Michigan State University-led multi-core study,100,90,-0.057410993445525124
R3-OUTER-01,Michigan State University-led multi-core study,100,91,0.041001335899845219
R3-OUTER-01,Michigan State University-led multi-core study,100,92,0.0438387587702724
R3-OUTER-01,Michigan State University-led multi-core study,100,93,-0.12428551892208851
R3-OUTER-01,Michigan State University-led multi-core study,100,94,0.020058777338628899
R3-OUTER-01,Michigan State University-led multi-core study,100,95,0.046860177797403896
R3-OUTER-01,Michigan State University-led multi-core study,100,96,-0.04778678229099171
R3-OUTER-01,Michigan State University-led multi-core study,100,97,-0.14926566021248769
R3-OUTER-01,Michigan State University-led multi-core study,100,98,-0.070485622903139838
R3-OUTER-01,Michigan State University-led multi-core study,100,99,0.076782433555001792
R3-OUTER-01,Michigan State University-led multi-core study,100,100,0.13937991075013551
R3-OUTER-01,Michigan State University-led multi-core study,100,101,0.011110274699629837
R3-OUTER-01,Michigan State University-led multi-core study,100,102,-0.013257405587550789
R3-OUTER-01,Michigan State University-led multi-core study,100,103,-0.11909710929144314
R3-OUTER-01,Michigan State University-led multi-core study,100,104,-0.085738288239957619
R3-OUTER-01,Michigan State University-led multi-core study,100,105,-0.055541966299340585
R3-OUTER-01,Michigan State University-led multi-core study,100,106,-0.11082333362078907
R3-OUTER-01,Michigan State University-led multi-core study,100,107,0.062485098641821425
R3-OUTER-01,Michigan State University-led multi-core study,100,108,-0.02847166216189935
R3-OUTER-01,Michigan State University-led multi-core study,100,109,-0.016662622704775372
R3-OUTER-01,Michigan State University-led multi-core study,100,110,-0.15578616928742037
R3-OUTER-01,Michigan State University-led multi-core study,100,111,-0.082106517717261254
R3-OUTER-01,Michigan State University-led multi-core study,100,112,-0.024971600633435093
R3-OUTER-01,Michigan State University-led multi-core study,100,113,-0.063894929239337164
R3-OUTER-01,Michigan State University-led multi-core study,100,114,-0.13229172009993201
R3-OUTER-01,Michigan State University-led multi-core study,100,115,-0.0558674016898923
R3-OUTER-01,Michigan State University-led multi-core study,100,116,0.098354181370227431
R3-OUTER-01,Michigan State University-led multi-core study,100,117,-0.092053269678914293
R3-OUTER-01,Michigan State University-led multi-core study,100,118,-0.088400496351621963
R3-OUTER-01,Michigan State University-led multi-core study,100,119,0.14837745671344738
R3-OUTER-01,Michigan State University-led multi-core study,100,120,-0.022626231326618101
R3-OUTER-01,Michigan State University-led multi-core study,100,121,-0.20182530311911936
R3-OUTER-01,Michigan State University-led multi-core study,100,122,-0.089183063468493223
R3-OUTER-01,Michigan State University-led multi-core study,100,123,0.017258804158653239
R3-OUTER-01,Michigan State University-led multi-core study,100,124,-0.18279173052120049
R3-OUTER-01,Michigan State University-led multi-core study,100,125,0.053797387834785937
R3-OUTER-01,Michigan State University-led multi-core study,100,126,-0.071186848503868722
R3-OUTER-01,Michigan State University-led multi-core study,100,127,-0.038550470673670179
R3-OUTER-01,Michigan State University-led multi-core study,100,128,0.16475491420416594
R3-OUTER-01,Michigan State University-led multi-core study,100,129,0.060578627341721231
R3-OUTER-01,Michigan State University-led multi-core study,100,130,-0.02341592088742335
R3-OUTER-01,Michigan State University-led multi-core study,100,131,-0.086821415872833596
R3-OUTER-01,Michigan State University-led multi-core study,100,132,-0.14533630418825216
R3-OUTER-01,Michigan State University-led multi-core study,100,133,-0.083986490798026184
R3-OUTER-01,Michigan State University-led multi-core study,100,134,0.013305989701532683
R3-OUTER-01,Michigan State University-led multi-core study,100,135,0.075222490128585631
R3-OUTER-01,Michigan State University-led multi-core study,100,136,0.0096457919711903182
R3-OUTER-01,Michigan State University-led multi-core study,100,137,0.010633008435048722
R3-OUTER-01,Michigan State University-led multi-core study,100,138,0.07266732693404486
R3-OUTER-01,Michigan State University-led multi-core study,100,139,-0.1224604851324225
R3-OUTER-01,Michigan State University-led multi-core study,100,140,-0.16878649108589125
R3-OUTER-01,Michigan State University-led multi-core study,100,141,0.096086314349746307
R3-OUTER-01,Michigan State University-led multi-core study,100,142,-0.034987901232240812
R3-OUTER-01,Michigan State University-led multi-core study,100,143,-0.19571892471305255
R3-OUTER-01,Michigan State University-led multi-core study,100,144,-0.12300258748340859
R3-OUTER-01,Michigan State University-led multi-core study,100,145,-0.14859649871248953
R3-OUTER-01,Michigan State University-led multi-core study,100,146,-0.050775755088416613
R3-OUTER-01,Michigan State University-led multi-core study,100,147,-0.16646501941981662
R3-OUTER-01,Michigan State University-led multi-core study,100,148,-0.016212587367212324
R3-OUTER-01,Michigan State University-led multi-core study,100,149,0.082890671584742809
R3-OUTER-01,Michigan State University-led multi-core study,100,150,-0.21366191547558819
R3-OUTER-01,Michigan State University-led multi-core study,100,151,0.033082698049325683
R3-OUTER-01,Michigan State University-led multi-core study,100,152,-0.065994963316844915
R3-OUTER-01,Michigan State University-led multi-core study,100,153,-0.059605153926231419
R3-OUTER-01,Michigan State University-led multi-core study,100,154,-0.1706205527362096
R3-OUTER-01,Michigan State University-led multi-core study,100,155,0.027787553951271908
R3-OUTER-01,Michigan State University-led multi-core study,100,156,-0.043542425065534671
R3-OUTER-01,Michigan State University-led multi-core study,100,157,-0.061640058064973885
R3-OUTER-01,Michigan State University-led multi-core study,100,158,0.062085300474789835
R3-OUTER-01,Michigan State University-led multi-core study,100,159,-0.10171038824696378
R3-OUTER-01,Michigan State University-led multi-core study,100,160,-0.10707186233265553
R3-OUTER-01,Michigan State University-led multi-core study,100,161,-0.032296778207469595
R3-OUTER-01,Michigan State University-led multi-core study,100,162,-0.14395579049140786
R3-OUTER-01,Michigan State University-led multi-core study,100,163,-0.068501763570149754
R3-OUTER-01,Michigan State University-led multi-core study,100,164,-0.13972281093587541
R3-OUTER-01,Michigan State University-led multi-core study,100,165,-0.0073671935817627389
R3-OUTER-01,Michigan State University-led multi-core study,100,166,0.092014761457498151
R3-OUTER-01,Michigan State University-led multi-core study,100,167,-0.12055936171456007
R3-OUTER-01,Michigan State University-led multi-core study,100,168,-0.028618616878042218
R3-OUTER-01,Michigan State University-led multi-core study,100,169,-0.077535130016606446
R3-OUTER-01,Michigan State University-led multi-core study,100,170,0.009477291750060797
R3-OUTER-01,Michigan State University-led multi-core study,100,171,-0.021899393692917473
R3-OUTER-01,Michigan State University-led multi-core study,100,172,-0.15838448212683154
R3-OUTER-01,Michigan State University-led multi-core study,100,173,-0.057990640972319429
R3-OUTER-01,Michigan State University-led multi-core study,100,174,-0.096245021560854904
R3-OUTER-01,Michigan State University-led multi-core study,100,175,-0.07493589574800312
R3-OUTER-01,Michigan State University-led multi-core study,100,176,-0.052626529836473229
R3-OUTER-01,Michigan State University-led multi-core study,100,177,0.0031586913059214084
R3-OUTER-01,Michigan State University-led multi-core study,100,178,-0.057900084169103208
R3-OUTER-01,Michigan State University-led multi-core study,100,179,-0.12453759360054341
R3-OUTER-01,Michigan State University-led multi-core study,100,180,0.035915810789648214
R3-OUTER-01,Michigan State University-led multi-core study,100,181,-0.021243349496944022
R3-OUTER-01,Michigan State University-led multi-core study,100,182,-0.070572584854394937
R3-OUTER-01,Michigan State University-led multi-core study,100,183,0.071782323607033446
R3-OUTER-01,Michigan State University-led multi-core study,100,184,-0.083677216541480623
R3-OUTER-01,Michigan State University-led multi-core study,100,185,-0.18584481518821427
R3-OUTER-01,Michigan State University-led multi-core study,100,186,-0.097557468391371263
R3-OUTER-01,Michigan State University-led multi-core study,100,187,0.0041486742696864986
R3-OUTER-01,Michigan State University-led multi-core study,100,188,-0.0076181710499055293
R3-OUTER-01,Michigan State University-led multi-core study,100,189,0.013947625272387921
R3-OUTER-01,Michigan State University-led multi-core study,100,190,-0.15803794138622279
R3-OUTER-01,Michigan State University-led multi-core study,100,191,-0.13268757902885453
R3-OUTER-01,Michigan State University-led multi-core study,100,192,-0.0014292008779453651
R3-OUTER-01,Michigan State University-led multi-core study,100,193,-0.14006566352646177
R3-OUTER-01,Michigan State University-led multi-core study,100,194,0.077659353286642793
R3-OUTER-01,Michigan State University-led multi-core study,100,195,0.051323818826294866
R3-OUTER-01,Michigan State University-led multi-core study,100,196,0.10599768897316847
R3-OUTER-01,Michigan State University-led multi-core study,100,197,-0.078238645037255763
R3-OUTER-01,Michigan State University-led multi-core study,100,198,0.023005130888695775
R3-OUTER-01,Michigan State University-led multi-core study,100,199,-0.091003002281821288
R3-OUTER-01,Michigan State University-led multi-core study,100,200,-0.021088610273371299
R3-OUTER-01,Michigan State University-led multi-core study,100,201,0.05853397705544662
R3-OUTER-01,Michigan State University-led multi-core study,100,202,-0.025676576743277627
R3-OUTER-01,Michigan State University-led multi-core study,100,203,-0.1085164304907912
R3-OUTER-01,Michigan State University-led multi-core study,100,204,0.0066338802354885167
R3-OUTER-01,Michigan State University-led multi-core study,100,205,-0.095463711006603502
R3-OUTER-01,Michigan State University-led multi-core study,100,206,0.13183309484353786
R3-OUTER-01,Michigan State University-led multi-core study,100,207,-0.19569799053642431
R3-OUTER-01,Michigan State University-led multi-core study,100,208,-0.16935635127763896
R3-OUTER-01,Michigan State University-led multi-core study,100,209,0.054517307017557602
R3-OUTER-01,Michigan State University-led multi-core study,100,210,-0.08800256780547161
R3-OUTER-01,Michigan State University-led multi-core study,100,211,0.023173810307717702
R3-OUTER-01,Michigan State University-led multi-core study,100,212,-0.05443643747756087
R3-OUTER-01,Michigan State University-led multi-core study,100,213,0.030638857133372381
R3-OUTER-01,Michigan State University-led multi-core study,100,214,0.030050498242901829
R3-OUTER-01,Michigan State University-led multi-core study,100,215,0.021499079211154806
R3-OUTER-01,Michigan State University-led multi-core study,100,216,-0.087594404200531467
R3-OUTER-01,Michigan State University-led multi-core study,100,217,-0.1066603178485145
R3-OUTER-01,Michigan State University-led multi-core study,100,218,-0.043528995045893554
R3-OUTER-01,Michigan State University-led multi-core study,100,219,-0.084521504329765157
R3-OUTER-01,Michigan State University-led multi-core study,100,220,-0.067289384272203559
R3-OUTER-01,Michigan State University-led multi-core study,100,221,-0.058432348548197469
R3-OUTER-01,Michigan State University-led multi-core study,100,222,0.017162249453146268
R3-OUTER-01,Michigan State University-led multi-core study,100,223,-0.18565773664000929
R3-OUTER-01,Michigan State University-led multi-core study,100,224,-0.16242702824951327
R3-OUTER-01,Michigan State University-led multi-core study,100,225,0.037754185228151355
R3-OUTER-01,Michigan State University-led multi-core study,100,226,-0.11044519193652914
R3-OUTER-01,Michigan State University-led multi-core study,100,227,-0.0093198197676819857
R3-OUTER-01,Michigan State University-led multi-core study,100,228,0.099809411979390736
R3-OUTER-01,Michigan State University-led multi-core study,100,229,0.0073759170900437555
R3-OUTER-01,Michigan State University-led multi-core study,100,230,0.036558074229850378
R3-OUTER-01,Michigan State University-led multi-core study,100,231,-0.01867816715276498
R3-OUTER-01,Michigan State University-led multi-core study,100,232,0.09909849065033588
R3-OUTER-01,Michigan State University-led multi-core study,100,233,-0.033723205743624279
R3-OUTER-01,Michigan State University-led multi-core study,100,234,-0.027492484937861255
R3-OUTER-01,Michigan State University-led multi-core study,100,235,-0.078220234645994202
R3-OUTER-01,Michigan State University-led multi-core study,100,236,-0.1119380156214746
R3-OUTER-01,Michigan State University-led multi-core study,100,237,-0.04894359092879233
R3-OUTER-01,Michigan State University-led multi-core study,100,238,-0.1182692666637106
R3-OUTER-01,Michigan State University-led multi-core study,100,239,0.055789838895934883
R3-OUTER-01,Michigan State University-led multi-core study,100,240,-0.073673600714003834
R3-OUTER-01,Michigan State University-led multi-core study,100,241,0.13747045744308786
R3-OUTER-01,Michigan State University-led multi-core study,100,242,0.072529745953199998
R3-OUTER-01,Michigan State University-led multi-core study,100,243,-0.038840215822105804
R3-OUTER-01,Michigan State University-led multi-core study,100,244,0.053612075366893226
R3-OUTER-01,Michigan State University-led multi-core study,100,245,0.059106774938571603
R3-OUTER-01,Michigan State University-led multi-core study,100,246,-0.066298917845120153
R3-OUTER-01,Michigan State University-led multi-core study,100,247,-0.11858202919223301
R3-OUTER-01,Michigan State University-led multi-core study,100,248,0.021714973253787004
R3-OUTER-01,Michigan State University-led multi-core study,100,249,-0.10671454119658288
R3-OUTER-01,Michigan State University-led multi-core study,100,250,-0.057040946129945563
R3-OUTER-01,Michigan State University-led multi-core study,100,251,-0.1316169397934035
R3-OUTER-01,Michigan State University-led multi-core study,100,252,-0.17047649696157144
R3-OUTER-01,Michigan State University-led multi-core study,100,253,-0.22903283451260853
R3-OUTER-01,Michigan State University-led multi-core study,100,254,0.084041088069635783
R3-OUTER-01,Michigan State University-led multi-core study,100,255,-0.058512546818640092
R3-OUTER-01,Michigan State University-led multi-core study,100,256,0.023377832808839448
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,1,0.040069111096098738
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,2,-0.13071371420299657
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,3,-0.24588544072858712
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,4,0.1168194186784403
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,5,-0.098689062902817801
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,6,-0.14223665253956636
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,7,0.046784607723089865
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,8,-0.045050579045620862
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,9,-0.090137483248871372
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,10,0.033315727014879823
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,11,-0.12972363745080848
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,12,-0.11242512582110635
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,13,-0.11865602927813265
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,14,-0.067778180805602051
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,15,-0.068672896128710997
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,16,0.029718043780187591
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,17,-0.14415436787138672
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,18,-0.15802224539295648
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,19,-0.019223539983440348
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,20,-0.18057506784523084
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,21,-0.13037584432529808
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,22,0.10680745776886505
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,23,-0.066289444216177065
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,24,-0.12118538494235424
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,25,-0.051673778471119328
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,26,-0.023447069313852854
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,27,-0.26956095631225707
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,28,-0.092318495487274721
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,29,-0.13006969086107553
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,30,-0.26536458647348049
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,31,0.135273335557659
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,32,-0.28111939080432846
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,33,-0.11747827630722189
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,34,0.016168289411154734
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,35,0.019128589654719488
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,36,-0.2762315506089818
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,37,-0.17721434438700392
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,38,0.12126238065320114
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,39,-0.14396183489896255
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,40,-0.14968143174228382
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,41,0.076952231543480715
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,42,-0.085761060385278476
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,43,-0.23122649626901826
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,44,-0.0011541356988877653
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,45,-0.0078106891084519774
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,46,-0.14564321118536816
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,47,-0.067665622036652912
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,48,0.072319394328106162
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,49,-0.097639156333229421
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,50,-0.17385393408581307
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,51,-0.098849522003872897
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,52,-0.08716809572189356
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,53,-0.066898845196244824
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,54,0.0059831904774213622
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,55,-0.13203045496800317
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,56,-0.14037458490573324
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,57,-0.12535355616083887
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,58,0.14918645873977152
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,59,-0.09870911533269168
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,60,-0.10585904410635202
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,61,0.1580822456842591
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,62,-0.09640136967569729
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,63,0.093094045653193111
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,64,-0.15827707486559939
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,65,0.04628764523943469
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,66,-0.10992767958032336
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,67,-0.1301071234604628
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,68,-0.013430477507987398
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,69,-0.010818191037101648
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,70,0.097591611022231586
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,71,0.037782677331313894
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,72,0.061102835808167666
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,73,-0.095703550178121571
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,74,0.015431253372213976
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",0.10000000000000001,75,-0.035504062137761465
